id_luminaria,fecha_instalacion,horas_uso_acumuladas,porcentaje_vida_consumida,vida_util_real_calculada,ciclos_acumulados,temperatura_promedio_c,humedad_promedio_pct,voltaje_promedio_v,dias_restantes_estimados,dias_restantes_predichos,horas_restantes_estimadas,nivel_riesgo,prioridad_mantenimiento,estado_actual,fecha_falla,fecha_cambio,motivo_cambio,prob_falla_alto,prob_falla_medio,prob_falla_bajo
LED-01008,2021-05-20,41472,115.74,35832,10368,25.14807977114654,62.70367668707191,219.9920042127061,-235.0,,-5640,REEMPLAZADO,0,REEMPLAZADO,2025-04-02,2025-04-07,FALLA,0.0,0.0,0.0
LED-01009,2021-11-28,36864,127.23,28973,9216,19.970785977938416,41.89760226696039,218.79025721123813,-329.0,,-7891,REEMPLAZADO,0,REEMPLAZADO,2025-01-23,2025-01-27,FALLA,0.0,0.0,0.0
LED-01010,2020-09-28,47088,104.98,44853,11772,22.44236660262545,55.82738867276051,221.932615870644,-93.0,,-2235,REEMPLAZADO,0,REEMPLAZADO,2025-04-05,2025-04-11,FALLA,0.0,0.0,0.0
LED-01011,2020-08-07,48336,125.05,38652,12084,20.981257039153174,50.55129453876425,221.26090657149808,-404.0,,-9684,REEMPLAZADO,0,REEMPLAZADO,2024-05-10,2024-05-15,FALLA,0.0,0.0,0.0
LED-01012,2020-06-06,49824,140.27,35520,12456,23.41630251905608,64.0963636973228,221.3712617374491,-596.0,,-14304,REEMPLAZADO,0,REEMPLAZADO,2023-12-27,2024-01-03,FALLA,0.0,0.0,0.0
LED-01013,2023-06-29,22992,49.55,46401,5748,20.357610959084223,57.13638753254551,222.47238643484923,975.0,962.2354579294638,23409,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01014,2019-10-23,55272,111.78,49446,13818,24.543707954793227,67.89765289436994,221.27050047715932,-243.0,,-5826,REEMPLAZADO,0,REEMPLAZADO,2024-12-09,2024-12-11,FALLA,0.0,0.0,0.0
LED-01015,2021-04-01,42648,94.67,45051,10662,24.5899556952984,65.71087084991734,220.4906430611296,100.0,,2403,REEMPLAZADO,0,REEMPLAZADO,2026-02-02,2026-02-04,FALLA,0.0,0.0,0.0
LED-01016,2019-09-23,55992,139.66,40091,13998,20.329571639972997,63.16802670512517,218.4531625161553,-663.0,,-15901,REEMPLAZADO,0,REEMPLAZADO,2023-10-01,2023-10-03,FALLA,0.0,0.0,0.0
LED-01017,2020-03-28,51504,136.99,37597,12876,18.717607352118765,68.84631168643328,222.8435698959575,-579.0,,-13907,REEMPLAZADO,0,REEMPLAZADO,2024-01-27,2024-02-03,FALLA,0.0,0.0,0.0
LED-01018,2019-11-29,54384,112.01,48553,13596,20.75677276581577,44.82953295062124,221.37898633072373,-243.0,,-5831,REEMPLAZADO,0,REEMPLAZADO,2025-04-16,2025-04-20,FALLA,0.0,0.0,0.0
LED-01019,2020-05-05,50592,117.54,43041,12648,23.433373596303944,42.22224721631344,223.95699279009185,-315.0,-297.81095876668803,-7551,MUY ALTO,1,OPERATIVO,,,,0.9785843837042064,0.01,0.0114156162957936
LED-01020,2023-04-19,24696,60.22,41008,6174,22.463033468623085,49.12922775462593,218.51874504272087,680.0,682.814626910942,16312,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01021,2022-08-18,15276,31.37,48698,7638,20.243640518080444,44.79248380701833,218.984381529592,2785.0,2724.2513443324924,33422,BAJO,5,OPERATIVO,,,,0.0,0.01,0.99
LED-01022,2020-02-10,26316,52.47,50154,13158,25.246054325091585,69.25261509123044,219.39373792457872,1986.0,1993.1673955158528,23838,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01023,2021-06-15,20424,54.71,37334,10212,23.08884507714895,44.94192688243185,220.578987545078,1409.0,1373.275718056101,16910,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01024,2019-10-08,27816,55.38,50224,13908,21.627329844994144,69.67839835319154,218.3284698935576,1867.0,1858.71709539442,22408,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01025,2020-05-17,25152,55.29,45489,12576,23.833921992780542,66.24241220466925,223.6323158118672,1695.0,1688.2508862855286,20337,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01026,2022-12-20,13788,47.19,29221,6894,22.404362404959965,64.77664679280444,219.8210234548877,1286.0,1303.207174219316,15433,BAJO,4,OPERATIVO,,,,0.0,0.0545200208001751,0.945479979199825
LED-01027,2021-02-10,21924,58.18,37685,10962,25.69289153803557,49.38533884017004,218.58826722866564,1313.0,1336.5567940189344,15761,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01028,2022-09-26,14808,35.88,41272,7404,18.884345330468644,46.58168167588739,220.78610149929284,2205.0,2209.692944175475,26464,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01029,2022-06-11,16092,29.22,55077,8046,20.66963366060504,49.49406352184496,222.64397052376404,3249.0,3236.538541270464,38985,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01030,2020-02-27,26112,61.6,42390,13056,21.817171007912396,43.92643415660728,219.413395607567,1356.0,1353.0708932964344,16278,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01031,2023-03-28,12612,33.34,37830,6306,25.726163551074297,46.45807137357503,222.8666273978319,2102.0,2186.093476701241,25218,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01032,2020-09-04,23832,45.73,52110,11916,23.40874427331661,52.15003295762645,223.58926644263911,2356.0,2368.4257619064647,28278,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01033,2021-10-06,19068,38.72,49242,9534,19.252233707325928,50.99913100289369,221.71472840028017,2514.0,2508.798497585637,30174,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01034,2020-11-26,22836,68.87,33159,11418,25.31799462982128,45.00850537103408,218.7269327675659,860.0,872.5209180589185,10323,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01035,2021-10-29,18792,43.96,42743,9396,18.5738827499794,46.80275852201548,223.5889423215136,1996.0,1996.94267540473,23951,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01036,2021-01-03,22380,66.07,33870,11190,18.155209964945723,49.81020305488306,221.76775241205743,958.0,964.0432564070107,11490,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01037,2021-08-31,19500,47.38,41154,9750,25.272044710685623,68.73299974528668,218.4662745103504,1804.0,1819.7994348340037,21654,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01038,2019-10-18,27696,63.4,43686,13848,21.14271261185122,45.38953653866026,221.46843261207448,1332.0,1345.679458361966,15990,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01039,2019-10-08,27816,71.6,38847,13908,20.721783955610057,65.67775568773894,220.6080688898988,919.0,927.6500120120156,11031,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01040,2019-09-13,28116,61.61,45638,14058,24.15011344576928,47.9676279492208,222.60340036495532,1460.0,1429.4204872851778,17522,BAJO,3,OPERATIVO,,,,0.0085753052917232,0.0,0.9914246947082768
LED-01041,2020-11-14,22980,54.07,42501,11490,25.4538513980306,46.20615626266864,220.14931424745845,1627.0,1606.3758822569,19521,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01042,2022-03-16,17136,43.27,39604,8568,21.68466040555733,67.02280487352198,223.58003226674643,1872.0,1861.9349065632755,22468,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01043,2021-11-29,18420,39.1,47110,9210,18.029250490757192,49.60178692550748,220.53064545161675,2391.0,2384.740626837191,28690,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01044,2021-12-01,18396,56.61,32495,9198,18.30227605276544,59.301091752092816,219.57506174289895,1175.0,1303.063523904587,14099,BAJO,4,OPERATIVO,,,,0.0,0.0088268156424581,0.991173184357542
LED-01045,2019-08-20,28404,66.71,42576,14202,25.82282954801425,46.016939787642094,219.29215569712764,1181.0,1220.3498611763298,14172,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01046,2019-08-20,28404,59.2,47979,14202,21.034924785633493,67.32502680969262,221.69208704377144,1631.0,1559.8926621036655,19575,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01047,2020-11-23,22872,49.46,46244,11436,22.527108840814076,58.46657869579538,218.23734503937567,1948.0,1913.8780532189376,23372,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01048,2022-01-19,17808,39.62,44942,8904,23.584564371227213,59.14419707548808,219.92337934616555,2261.0,2287.02127601178,27134,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01049,2020-05-15,25176,57.82,43543,12588,21.801366928181025,49.51777523070603,222.5978244267134,1531.0,1550.5403992366334,18367,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01050,2021-06-16,20412,51.71,39475,10206,24.49574193912641,66.01456453003365,222.0380489977321,1589.0,1561.859890827288,19063,BAJO,4,OPERATIVO,,,,0.0093353028064992,0.0,0.9906646971935008
LED-01051,2021-05-16,20784,49.29,42168,10392,19.82936601107683,66.47485315204409,218.12073033111844,1782.0,1732.9490357926534,21384,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01052,2022-10-07,14676,37.87,38755,7338,21.574177270716856,40.21289597484662,222.91638938579896,2007.0,2023.2373670718252,24079,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01053,2021-12-21,18156,35.93,50529,9078,25.64784047060858,55.940198597098274,220.39831730584655,2698.0,2725.3897944990745,32373,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01054,2023-02-22,13020,43.39,30004,6510,20.385202850212444,43.793927362107134,223.0553270087911,1415.0,1434.0898993074854,16984,BAJO,5,OPERATIVO,,,,0.0,0.0088268156424581,0.991173184357542
LED-01055,2021-02-08,21948,40.79,53800,10974,22.81349286896372,41.82049206852047,220.4800547592272,2654.0,2599.018902992978,31852,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01056,2020-11-24,22860,60.43,37831,11430,23.989377402007925,64.83774863635938,222.62745844419908,1248.0,1234.4004310586129,14971,BAJO,4,OPERATIVO,,,,0.0093353028064992,0.0,0.9906646971935008
LED-01057,2020-07-25,24324,45.91,52978,12162,20.4256655500774,52.88343691236108,220.82423568389564,2388.0,2392.660825331609,28654,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01058,2020-06-07,24900,55.54,44835,12450,25.57522319568413,47.2213775699052,219.43969342234175,1661.0,1649.5500863093398,19935,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01059,2022-10-25,14460,25.89,55859,7230,22.972058489104672,41.16398364186662,219.1206351693868,3450.0,3496.468675275456,41399,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01060,2020-04-18,25500,47.5,53680,12750,20.80514153165717,51.304318833226375,221.20132660132148,2348.0,2400.727888710506,28180,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01061,2023-04-21,12324,27.6,44647,6162,19.532170576401185,55.12790382379095,223.1938702182364,2694.0,2688.923976439578,32323,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01062,2020-08-10,24132,62.17,38817,12066,20.85123788679732,62.429554736949335,221.3041432681688,1224.0,1238.618821759016,14685,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01063,2022-04-13,16800,33.88,49594,8400,25.87457583051233,51.50443367725128,218.9133692835012,2733.0,2717.0164443414137,32794,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01064,2021-04-08,21240,38.39,55320,10620,22.686226167448385,57.60303723533774,220.6743789254172,2840.0,2841.364881235141,34080,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01065,2020-12-08,22692,52.64,43109,11346,23.3089977661384,63.51915551516768,220.36884369726957,1701.0,1675.8117716502438,20417,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01066,2022-10-25,14460,27.85,51927,7230,25.46118480433983,51.49176419263011,222.37712853185863,3122.0,3176.788995916602,37467,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01067,2020-07-01,24612,46.32,53129,12306,21.87037517266237,54.7134729020785,218.7184807310032,2376.0,2403.9051760448915,28517,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01068,2022-09-13,14964,37.86,39529,7482,25.19689991497852,67.32472660991189,223.6598606712449,2047.0,2056.3794252944144,24565,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01069,2020-12-01,22776,38.58,59032,11388,22.80765755997998,41.02893703909935,220.98539650033237,3021.0,2972.611818176693,36256,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01070,2022-06-20,15984,35.96,44453,7992,20.92038053354081,52.97311500149509,221.7390345471931,2372.0,2383.2934951793927,28469,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01071,2021-12-22,18144,46.18,39288,9072,23.09923689808947,56.70127769658562,222.42977306286983,1762.0,1765.9401805412967,21144,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01072,2019-12-19,26952,65.74,41000,13476,21.46213665366555,54.52553494967791,221.88861276356644,1171.0,1176.3485332905934,14048,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01073,2023-01-31,13284,36.13,36769,6642,25.385789975881828,60.67837963677511,218.76261568262444,1957.0,1955.740772715912,23485,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01074,2022-04-14,16788,34.76,48302,8394,24.68457364072519,41.309827861390254,219.4197987888201,2626.0,2616.784512089597,31514,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01075,2023-05-18,12000,33.88,35420,6000,19.957960637095415,66.44457458766732,220.49548192578504,1952.0,1940.2612353666127,23420,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01076,2022-08-09,15384,36.1,42612,7692,21.264323692822533,45.73832113112192,221.10270758514156,2269.0,2252.928935264384,27228,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01077,2022-08-07,15408,32.41,47545,7704,18.979851334802376,56.0210833961397,223.27677616107133,2678.0,2666.640586159513,32137,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01078,2023-05-20,11976,33.07,36215,5988,18.563685421335663,48.34430921346733,219.9470398950137,2020.0,2000.6970706980333,24239,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01079,2021-05-11,20844,54.96,37926,10422,19.29746697926302,54.59327161425624,222.43123423685543,1424.0,1378.1562322805096,17082,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01080,2022-07-17,15660,36.37,43060,7830,23.352428122535585,43.78850417753707,223.67465898347808,2283.0,2252.6395249491784,27400,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01081,2021-12-18,18192,46.52,39104,9096,23.75967631495584,62.61441138935107,219.3143550383593,1743.0,1758.9398888338485,20912,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01082,2023-07-15,11304,29.68,38091,5652,24.159788945652807,43.11878127737169,223.7741918987272,2232.0,2221.495005408168,26787,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01083,2020-03-16,25896,56.41,45908,12948,21.69445185249615,49.43302317434216,221.4858115197896,1668.0,1721.645498099455,20012,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01084,2021-09-15,19320,37.66,51300,9660,23.033753544066336,60.97938763465911,222.26673090209167,2665.0,2678.380358198,31980,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01085,2019-12-28,26844,74.88,35850,13422,25.094652315751677,51.35042745047941,222.49835448070127,750.0,742.6468141449874,9006,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01086,2020-10-25,23220,56.01,41458,11610,25.93348912314189,63.113134083770106,219.26317093064367,1520.0,1527.2291960928806,18238,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01087,2022-11-01,14376,44.15,32565,7188,24.16979852232323,46.84301133707155,223.53333990892915,1516.0,1527.1305905124268,18189,BAJO,5,OPERATIVO,,,,0.0,0.0088268156424581,0.991173184357542
LED-01088,2020-12-17,22584,55.02,41050,11292,22.01548464624689,58.15213760313231,221.35934319107471,1539.0,1523.620343499382,18466,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01089,2022-12-15,13848,26.91,51469,6924,22.334082559528124,43.932395851141095,222.59694260949664,3135.0,3162.398573714044,37621,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01090,2021-01-05,22356,80.5,27772,11178,20.952141859289384,44.06550620682262,221.1103977597984,451.0,446.3264750014435,5416,MEDIO,2,OPERATIVO,,,,0.0,0.045693205157717,0.954306794842283
LED-01091,2022-07-17,15660,38.59,40582,7830,24.357303139183117,53.68950461652887,219.02460956002,2077.0,2113.2577245901653,24922,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01092,2021-09-11,19368,46.32,41810,9684,19.17963133940908,58.349670269380425,221.39448383930687,1870.0,1905.2112263018912,22442,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01093,2020-05-27,25032,57.12,43826,12516,19.957724776189607,43.94695919918064,219.8136602029787,1566.0,1573.455459254745,18794,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01094,2022-07-03,15828,33.94,46634,7914,24.87459960856381,43.30053163382631,223.6845679883588,2567.0,2601.6536871323133,30806,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01095,2020-01-02,26784,58.44,45829,13392,22.35102336928894,50.15662082311154,220.8406096015643,1587.0,1613.1930162679466,19045,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01096,2021-03-10,21588,52.69,40971,10794,23.29521261177543,53.021466054345424,222.9165671220222,1615.0,1609.0361578352106,19383,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01097,2023-02-06,13212,39.44,33496,6606,24.90216621967381,44.88707963432182,222.8744819457434,1690.0,1709.446956406611,20284,BAJO,5,OPERATIVO,,,,0.0,0.0088268156424581,0.991173184357542
LED-01098,2023-01-19,13428,27.17,49423,6714,20.12228071268842,67.11859195569667,219.9239765284186,3000.0,2952.9300785047026,35995,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01099,2022-10-19,14532,35.1,41396,7266,21.55583982382233,47.688771261076525,219.14248097614947,2239.0,2233.7668201940846,26864,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01100,2022-03-12,17184,37.28,46091,8592,18.63399684903943,45.74468844724358,220.31741837179453,2409.0,2411.9212773618005,28907,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01101,2021-06-08,20508,60.48,33911,10254,23.132637449947158,40.70298866102165,220.58105545066587,1117.0,1093.838590521255,13403,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01102,2022-02-02,17640,37.11,47528,8820,18.756450758195108,62.75154314769753,221.6360829916165,2491.0,2545.7374127186727,29888,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01103,2021-11-22,18504,54.06,34228,9252,19.662590731670686,55.12210239245273,221.2692901161764,1310.0,1322.7833334471386,15724,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01104,2020-05-16,25164,56.69,44385,12582,24.7397128546846,61.67120522898395,218.4679631984565,1602.0,1629.3196671614778,19221,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01105,2019-12-03,27144,59.99,45248,13572,19.268161872219277,54.62403506391922,220.18472634104904,1509.0,1462.2987969524363,18104,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01106,2022-04-06,16884,40.82,41358,8442,21.442531424339126,48.24115098421431,223.3265091480301,2040.0,2066.8284237343614,24474,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01107,2022-12-03,13992,30.79,45441,6996,25.734924402347147,55.79784827769368,219.81968615639263,2621.0,2650.4122460499857,31449,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01108,2022-09-09,15012,30.78,48767,7506,25.91479611233631,41.17875835452077,221.9294427388872,2813.0,2800.389923824422,33755,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01109,2020-10-07,23436,48.51,48313,11718,21.858849668662025,61.08599332150304,218.4080613917145,2073.0,2109.1988012186434,24877,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01110,2019-08-23,28368,76.92,36877,14184,23.90520603873352,45.6741608898022,221.44095058334585,709.0,672.3578762531913,8509,MEDIO,3,OPERATIVO,,,,0.0096012153437143,0.0,0.9903987846562856
LED-01111,2019-09-19,28044,62.59,44808,14022,20.818471073673425,47.021733250524974,218.2986860091383,1397.0,1385.3081933113335,16764,BAJO,3,OPERATIVO,,,,0.0085753052917232,0.0,0.9914246947082768
LED-01112,2021-12-06,18336,41.75,43919,9168,22.268935450473688,68.32123834842783,220.3776635749502,2132.0,2146.8776528167564,25583,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01113,2022-05-07,16512,36.18,45637,8256,21.639606214736,54.123549910381215,222.2398551304936,2427.0,2454.433462872647,29125,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01114,2022-11-02,14364,23.67,60674,7182,18.337603748650388,54.88885376501919,221.266767992895,3859.0,3852.514029736203,46310,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01115,2021-01-13,22260,44.46,50066,11130,19.576848310589217,66.26089719702281,222.2269618184701,2317.0,2347.9492023980047,27806,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01116,2020-03-10,25968,64.27,40404,12984,24.796801399859664,54.4040481891512,220.2392442146308,1203.0,1217.8198627410393,14436,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01117,2019-08-26,28332,47.9,59144,14166,23.39349559063691,58.99806752012466,218.59697735708383,2568.0,2562.7296370780405,30812,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01118,2020-12-11,22656,51.35,44123,11328,18.629581401563197,55.8193268692718,220.41671320427895,1789.0,1740.4076520311276,21467,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01119,2019-11-11,27408,75.35,36375,13704,25.896800687392933,56.834506373055234,222.1246211656452,747.0,745.9053607518297,8967,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01120,2022-03-14,17160,42.15,40708,8580,25.806966902268293,48.587771061495495,220.54284911104145,1962.0,1960.708878639904,23548,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01121,2020-03-30,25728,57.33,44875,12864,20.22573749655058,41.84823955877408,218.97499049284664,1596.0,1588.7538479978568,19147,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01122,2023-02-16,13092,30.82,42475,6546,19.99921377309512,41.968022948350885,222.1436918743198,2449.0,2372.7944032614782,29383,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01123,2020-08-16,24060,70.49,34130,12030,23.35689005230014,69.12004083381612,219.05429147502096,839.0,845.1538582887945,10070,MEDIO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01124,2023-02-24,12996,24.9,52192,6498,21.57350977395732,47.62441840383443,222.9508092539685,3266.0,3259.722898507325,39196,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01125,2022-12-16,13836,27.17,50921,6918,18.68728310562256,61.42357422774748,219.17740569012716,3090.0,3093.8843690428807,37085,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01126,2020-07-07,24540,58.09,42242,12270,21.32619840791721,54.07532488278315,220.20625104876527,1475.0,1511.3356476334832,17702,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01127,2022-06-14,16056,42.56,37724,8028,20.289794457919957,53.80307879673064,219.16068336807163,1806.0,1830.961117603077,21668,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01128,2022-09-30,14760,36.7,40221,7380,25.17397239926196,46.321199952247184,219.3652032616188,2122.0,2147.9496640465663,25461,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01129,2020-09-01,23868,54.28,43972,11934,19.073619410610803,59.34270179770279,220.03796372288863,1675.0,1655.2813113436316,20104,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01130,2019-10-09,27804,61.8,44992,13902,20.048169384492105,59.52483851467984,218.6976420817573,1432.0,1404.42202315872,17188,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01131,2020-04-25,25416,77.86,32643,12708,24.97066873872226,69.9671409928923,221.6465766124605,602.0,586.5229280402524,7227,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01132,2020-09-21,23628,45.56,51862,11814,20.05676871516089,54.383649344492966,220.20366620768425,2353.0,2357.78106621266,28234,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01133,2023-04-11,12444,28.08,44310,6222,24.692961682941267,59.52364962540706,221.68501310191337,2656.0,2650.318642081292,31866,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01134,2020-09-15,23700,49.49,47890,11850,18.306910890845607,66.12391517014339,221.0764993987636,2016.0,1932.402853863785,24190,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01135,2020-06-04,24936,53.52,46587,12468,21.57391620249114,50.28899559100235,218.82947339380436,1804.0,1851.6753698715784,21651,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01136,2020-12-29,22440,68.87,32582,11220,21.229173555947824,60.35980281480691,220.52537917255532,845.0,862.8843705814053,10142,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01137,2021-11-09,18660,40.56,46008,9330,21.178330343567247,50.10543104341458,221.41689432881955,2279.0,2319.7325649900604,27348,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01138,2021-05-14,20808,43.1,48281,10404,18.580598384357685,65.50953124472797,219.27710051623012,2289.0,2329.6819426199804,27473,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01139,2023-07-27,11160,22.02,50688,5580,19.03826372578089,56.704550808349225,223.67827192015025,3294.0,3214.156979236364,39528,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01140,2020-05-05,25296,46.79,54064,12648,22.853514585583085,67.91345801635093,223.0215669970677,2397.0,2420.3711841014865,28768,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01141,2021-03-18,21492,42.91,50091,10746,19.91368870427375,63.609273981436026,218.33829112311935,2383.0,2412.332384946448,28599,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01142,2023-03-25,12648,31.13,40632,6324,22.482789394802587,61.85845470378331,220.12907434058397,2332.0,2316.6170409730803,27984,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01143,2023-04-01,12564,23.95,52461,6282,20.07559336854461,42.53946260753887,218.7156300322385,3325.0,3329.779158410403,39897,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01144,2023-03-14,12780,28.15,45391,6390,24.723542004368163,61.03880026265152,222.7342436252123,2718.0,2722.4181694484805,32611,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01145,2020-12-09,22680,68.67,33028,11340,18.489733265148576,57.7274827848168,223.9353001005235,862.0,859.1462488697016,10348,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01146,2021-04-17,21132,58.66,36025,10566,24.236253454591463,47.577580200541725,222.9778628321176,1241.0,1282.490018053334,14893,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01147,2022-10-29,14412,30.02,48010,7206,21.718838246506166,58.91766091925631,220.6975934360464,2800.0,2769.9434246533183,33598,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
