id_luminaria,piso,area,ubicacion_especifica,tipo_led,marca,potencia_watts,vida_util_nominal,fecha_instalacion,criticidad,horas_operacion_dia,vida_util_real_calculada,horas_uso_acumuladas,porcentaje_vida_consumida,ciclos_encendido_dia,ciclos_acumulados,temperatura_promedio_c,humedad_promedio_pct,voltaje_promedio_v,fecha_falla,fecha_cambio,motivo_cambio,estado_actual,dias_desde_instalacion,horas_restantes_estimadas,dias_restantes_estimados,nivel_riesgo,prioridad_mantenimiento
LED-00837,Piso 2,Laboratorio,Laboratorio - Sector 4,LED Industrial,Samsung,60,50000,2022-07-15,ALTA,24,49507,31368,63.36,6,7842,23.802611125887026,65.09135732231198,223.84663586383084,,,,OPERATIVO,1307,18139,756.0,BAJO,3
LED-00838,Piso 2,Laboratorio,Laboratorio - Sector 4,LED Industrial,LG,60,50000,2023-02-08,ALTA,24,50190,26376,52.55,6,6594,24.57471458202322,59.38929800972144,221.88405280623854,,,,OPERATIVO,1099,23814,992.0,BAJO,4
LED-00839,Piso 2,Laboratorio,Laboratorio - Sector 4,LED Industrial,Samsung,60,50000,2021-07-25,ALTA,24,54992,39888,72.53,6,9972,21.513045286438803,41.19843919858283,220.17376094000122,,,,OPERATIVO,1662,15104,629.0,MEDIO,3
LED-00840,Piso 2,Laboratorio,Laboratorio - Sector 4,LED Industrial,Philips,60,50000,2020-08-20,ALTA,24,47449,48024,101.21,6,12006,18.44081228127065,52.80684183469908,220.8141496383073,2025-07-23,2025-07-25,FALLA,REEMPLAZADO,2001,-575,-24.0,REEMPLAZADO,0
LED-00841,Piso 2,Laboratorio,Laboratorio - Sector 5,LED Industrial,Samsung,60,50000,2020-09-27,ALTA,24,50258,47112,93.74,6,11778,25.780545885197895,50.80179705792178,220.8672041294788,2025-08-29,2025-09-05,FALLA,REEMPLAZADO,1963,3146,131.0,REEMPLAZADO,0
LED-00842,Piso 2,Laboratorio,Laboratorio - Sector 5,LED Industrial,Samsung,60,50000,2021-05-25,ALTA,24,53302,41352,77.58,6,10338,23.297857266636743,61.459669315874066,219.60885937767154,,,,OPERATIVO,1723,11950,498.0,MEDIO,2
LED-00843,Piso 2,Laboratorio,Laboratorio - Sector 5,LED Industrial,Genérico A,60,50000,2023-05-05,ALTA,24,40974,24312,59.33,6,6078,22.781458684187673,66.09087654554901,223.3449928897378,,,,OPERATIVO,1013,16662,694.0,BAJO,4
LED-00844,Piso 2,Laboratorio,Laboratorio - Sector 5,LED Industrial,LG,60,50000,2021-06-29,ALTA,24,46110,40512,87.86,6,10128,18.615753464064138,60.12295076329107,222.92755652223707,,,,OPERATIVO,1688,5598,233.0,MEDIO,2
LED-00845,Piso 2,Laboratorio,Laboratorio - Sector 5,LED Industrial,Osram,60,50000,2023-06-30,ALTA,24,49661,22968,46.25,6,5742,19.945439842113807,56.51711903624093,219.15495890381496,,,,OPERATIVO,957,26693,1112.0,BAJO,4
LED-00846,Piso 2,Laboratorio,Laboratorio - Sector 5,LED Industrial,Osram,60,50000,2023-03-17,ALTA,24,38739,25488,65.79,6,6372,24.564060033856872,62.80104705409522,218.29259791287885,,,,OPERATIVO,1062,13251,552.0,BAJO,3
LED-00847,Piso 2,Laboratorio,Laboratorio - Sector 5,LED Industrial,Osram,60,50000,2019-11-26,ALTA,24,48948,54456,111.25,6,13614,24.053172394819192,57.47305230664888,219.119540581239,2024-09-17,2024-09-23,FALLA,REEMPLAZADO,2269,-5508,-230.0,REEMPLAZADO,0
LED-00848,Piso 2,Laboratorio,Laboratorio - Sector 5,LED Industrial,LG,60,50000,2020-04-28,ALTA,24,55129,50760,92.07,6,12690,22.70238759497348,65.21044532765524,218.10498928392434,2025-09-18,2025-09-22,FALLA,REEMPLAZADO,2115,4369,182.0,REEMPLAZADO,0
LED-00849,Piso 2,Laboratorio,Laboratorio - Sector 5,LED Industrial,LG,60,50000,2021-09-21,ALTA,24,51248,38496,75.12,6,9624,20.796915190461778,57.890394924903276,219.6452773347449,,,,OPERATIVO,1604,12752,531.0,MEDIO,3
LED-00850,Piso 2,Laboratorio,Laboratorio - Sector 5,LED Industrial,Philips,60,50000,2021-08-11,ALTA,24,45522,39480,86.73,6,9870,23.005199303531626,57.42267997166977,222.45010477395093,,,,OPERATIVO,1645,6042,252.0,MEDIO,2
LED-00851,Piso 2,Laboratorio,Laboratorio - Sector 6,LED Industrial,Samsung,60,50000,2019-12-25,ALTA,24,41831,53760,128.51,6,13440,23.409565970852313,65.75800320947495,223.77639550316684,2024-02-12,2024-02-18,FALLA,REEMPLAZADO,2240,-11929,-497.0,REEMPLAZADO,0
LED-00852,Piso 2,Laboratorio,Laboratorio - Sector 6,LED Industrial,Philips,60,50000,2019-09-30,ALTA,24,57626,55824,96.87,6,13956,24.502807772294062,57.36269429079998,221.7097101260823,2025-06-03,2025-06-07,FALLA,REEMPLAZADO,2326,1802,75.0,REEMPLAZADO,0
LED-00853,Piso 2,Laboratorio,Laboratorio - Sector 6,LED Industrial,Samsung,60,50000,2019-09-08,ALTA,24,56742,56352,99.31,6,14088,24.806822058576763,48.58405127374943,221.8426836439595,2025-10-25,2025-10-27,FALLA,REEMPLAZADO,2348,390,16.0,REEMPLAZADO,0
LED-00854,Piso 2,Laboratorio,Laboratorio - Sector 6,LED Industrial,Samsung,60,50000,2022-07-25,ALTA,24,55602,31128,55.98,6,7782,18.26738857948403,57.39378531498865,218.9990212822971,,,,OPERATIVO,1297,24474,1020.0,BAJO,4
LED-00855,Piso 2,Laboratorio,Laboratorio - Sector 6,LED Industrial,Genérico A,60,50000,2023-03-26,ALTA,24,38677,25272,65.34,6,6318,25.318679599975024,46.35143116443913,218.86544012670862,,,,OPERATIVO,1053,13405,559.0,BAJO,3
LED-00856,Piso 2,Laboratorio,Laboratorio - Sector 6,LED Industrial,LG,60,50000,2021-01-07,ALTA,24,54152,44664,82.48,6,11166,25.294280899054172,44.39843671479527,221.87556735813823,,,,OPERATIVO,1861,9488,395.0,MEDIO,2
LED-00857,Piso 2,Laboratorio,Laboratorio - Sector 6,LED Industrial,Philips,60,50000,2022-06-16,ALTA,24,48864,32064,65.62,6,8016,24.03861966689865,49.28387729338547,220.68782993829313,,,,OPERATIVO,1336,16800,700.0,BAJO,3
LED-00858,Piso 2,Laboratorio,Laboratorio - Sector 6,LED Industrial,Philips,60,50000,2022-06-20,ALTA,24,48408,31968,66.04,6,7992,20.337991653915104,48.84451715040301,220.12728925297165,,,,OPERATIVO,1332,16440,685.0,BAJO,3
LED-00859,Piso 2,Laboratorio,Laboratorio - Sector 6,LED Industrial,Genérico A,60,50000,2021-10-25,ALTA,24,36655,37680,102.79,6,9420,18.827800509172675,59.696881071989566,223.44191311062946,2025-11-09,2025-11-16,FALLA,REEMPLAZADO,1570,-1025,-43.0,REEMPLAZADO,0
LED-00860,Piso 2,Laboratorio,Laboratorio - Sector 6,LED Industrial,Genérico B,60,50000,2020-09-11,ALTA,24,43644,47496,108.82,6,11874,21.623066883324093,68.37145325323073,222.06092026178027,,,,OPERATIVO,1979,-3852,-160.0,MUY ALTO,1
LED-00861,Piso 2,Laboratorio,Laboratorio - Sector 7,LED Industrial,Osram,60,50000,2020-07-16,ALTA,24,43713,48864,111.78,6,12216,18.83728352277185,52.68830631224673,222.7734702575455,2024-11-14,2024-11-19,FALLA,REEMPLAZADO,2036,-5151,-215.0,REEMPLAZADO,0
LED-00862,Piso 2,Laboratorio,Laboratorio - Sector 7,LED Industrial,Samsung,60,50000,2023-05-20,ALTA,24,44023,23952,54.41,6,5988,23.147431596138645,45.915489459041986,218.58566022865395,,,,OPERATIVO,998,20071,836.0,BAJO,4
LED-00863,Piso 2,Laboratorio,Laboratorio - Sector 7,LED Industrial,Genérico A,60,50000,2022-07-07,ALTA,24,42733,31560,73.85,6,7890,23.41699410786051,60.48013457388278,221.77240409035997,,,,OPERATIVO,1315,11173,466.0,MEDIO,3
LED-00864,Piso 2,Laboratorio,Laboratorio - Sector 7,LED Industrial,Osram,60,50000,2023-04-27,ALTA,24,57562,24504,42.57,6,6126,21.64453425592087,66.72921654072111,221.41698355111146,,,,OPERATIVO,1021,33058,1377.0,BAJO,5
LED-00865,Piso 2,Laboratorio,Laboratorio - Sector 7,LED Industrial,Genérico A,60,50000,2021-09-22,ALTA,24,49174,38472,78.23,6,9618,25.884805871622405,60.600358351723884,219.46168875189318,,,,OPERATIVO,1603,10702,446.0,MEDIO,2
LED-00866,Piso 2,Laboratorio,Laboratorio - Sector 7,LED Industrial,Osram,60,50000,2021-07-10,ALTA,24,46404,40248,86.73,6,10062,25.28156899315757,51.485001843053055,221.78381176989848,,,,OPERATIVO,1677,6156,256.0,MEDIO,2
LED-00867,Piso 2,Laboratorio,Laboratorio - Sector 7,LED Industrial,Osram,60,50000,2021-05-05,ALTA,24,38153,41832,109.64,6,10458,25.526006873875687,45.243438546248015,223.2484618979394,2025-07-27,2025-08-01,FALLA,REEMPLAZADO,1743,-3679,-153.0,REEMPLAZADO,0
LED-00868,Piso 2,Laboratorio,Laboratorio - Sector 7,LED Industrial,LG,60,50000,2021-06-02,ALTA,24,36574,41160,112.54,6,10290,20.143978135075024,67.36624710344577,221.79907204937464,2024-12-31,2025-01-01,FALLA,REEMPLAZADO,1715,-4586,-191.0,REEMPLAZADO,0
LED-00869,Piso 2,Laboratorio,Laboratorio - Sector 7,LED Industrial,Osram,60,50000,2022-07-16,ALTA,24,45438,31344,68.98,6,7836,21.00257076618411,58.802600456269936,218.8765793932479,,,,OPERATIVO,1306,14094,587.0,BAJO,3
LED-00870,Piso 2,Laboratorio,Laboratorio - Sector 7,LED Industrial,Samsung,60,50000,2020-10-18,ALTA,24,57873,46608,80.53,6,11652,23.218248902547572,52.15591427725989,221.5762615728659,,,,OPERATIVO,1942,11265,469.0,MEDIO,2
LED-00871,Piso 2,Laboratorio,Laboratorio - Sector 8,LED Industrial,Osram,60,50000,2020-09-03,ALTA,24,51212,47688,93.12,6,11922,19.69145006399129,47.95512223550067,221.97715872580798,,,,OPERATIVO,1987,3524,147.0,MUY ALTO,1
LED-00872,Piso 2,Laboratorio,Laboratorio - Sector 8,LED Industrial,Osram,60,50000,2023-02-14,ALTA,24,57085,26232,45.95,6,6558,22.02300416052468,63.85330847580174,218.8144751185994,,,,OPERATIVO,1093,30853,1286.0,BAJO,5
LED-00873,Piso 2,Laboratorio,Laboratorio - Sector 8,LED Industrial,LG,60,50000,2023-02-22,ALTA,24,43541,26040,59.8,6,6510,24.527646315321654,51.34946821495778,218.53038180288056,,,,OPERATIVO,1085,17501,729.0,BAJO,4
LED-00874,Piso 2,Laboratorio,Laboratorio - Sector 8,LED Industrial,Osram,60,50000,2022-07-29,ALTA,24,44449,31032,69.81,6,7758,23.037468762073622,52.48482839218473,218.99923108098363,,,,OPERATIVO,1293,13417,559.0,BAJO,3
LED-00875,Piso 2,Laboratorio,Laboratorio - Sector 8,LED Industrial,Samsung,60,50000,2021-10-14,ALTA,24,45292,37944,83.77,6,9486,25.430107369643938,54.90230284017953,223.05767289473718,,,,OPERATIVO,1581,7348,306.0,MEDIO,2
LED-00876,Piso 2,Laboratorio,Laboratorio - Sector 8,LED Industrial,Philips,60,50000,2021-09-30,ALTA,24,50700,38280,75.5,6,9570,23.854981898292007,45.21891117710016,220.16729635385488,,,,OPERATIVO,1595,12420,518.0,MEDIO,3
LED-00877,Piso 2,Laboratorio,Laboratorio - Sector 8,LED Industrial,LG,60,50000,2021-11-13,ALTA,24,44070,37224,84.46,6,9306,25.96979594435711,54.23600687867322,222.89634054268595,,,,OPERATIVO,1551,6846,285.0,MEDIO,2
LED-00878,Piso 2,Laboratorio,Laboratorio - Sector 8,LED Industrial,Osram,60,50000,2021-03-13,ALTA,24,52332,43104,82.37,6,10776,22.763318412960867,66.59786324507195,220.46565531410067,,,,OPERATIVO,1796,9228,384.0,MEDIO,2
LED-00879,Piso 2,Laboratorio,Laboratorio - Sector 8,LED Industrial,Philips,60,50000,2021-02-04,ALTA,24,63652,43992,69.11,6,10998,18.748475255298686,40.500146517988995,223.24120558547128,,,,OPERATIVO,1833,19660,819.0,BAJO,3
LED-00880,Piso 2,Laboratorio,Laboratorio - Sector 8,LED Industrial,Osram,60,50000,2023-05-08,ALTA,24,59036,24240,41.06,6,6060,23.888283203408523,49.600483392621754,221.03626815447103,,,,OPERATIVO,1010,34796,1450.0,BAJO,5
LED-00881,Piso 2,Centro Consultas,Centro Consultas - Sector 1,LED Downlight,LG,12,45000,2021-08-10,MEDIA,12,49715,19752,39.73,6,9876,22.692813899236484,53.661847157438224,221.10809209345112,,,,OPERATIVO,1646,29963,2497.0,BAJO,5
LED-00882,Piso 2,Centro Consultas,Centro Consultas - Sector 1,LED Downlight,LG,12,45000,2021-02-23,MEDIA,12,39182,21768,55.56,6,10884,23.744545289606886,53.28081105902308,222.39331523787334,,,,OPERATIVO,1814,17414,1451.0,BAJO,4
LED-00883,Piso 2,Centro Consultas,Centro Consultas - Sector 1,LED Downlight,Osram,12,45000,2023-04-07,MEDIA,12,50355,12492,24.81,6,6246,19.893763806830663,58.840913937086114,222.97963755927466,,,,OPERATIVO,1041,37863,3155.0,BAJO,5
LED-00884,Piso 2,Centro Consultas,Centro Consultas - Sector 1,LED Downlight,Philips,12,45000,2020-01-05,MEDIA,12,43404,26748,61.63,6,13374,24.936092855284805,60.07804875252505,220.68851292369845,,,,OPERATIVO,2229,16656,1388.0,BAJO,4
LED-00885,Piso 2,Centro Consultas,Centro Consultas - Sector 1,LED Downlight,Osram,12,45000,2020-09-16,MEDIA,12,38662,23688,61.27,6,11844,25.965161413394796,54.405505457856634,220.91531363713767,,,,OPERATIVO,1974,14974,1248.0,BAJO,4
LED-00886,Piso 2,Centro Consultas,Centro Consultas - Sector 1,LED Downlight,Genérico A,12,45000,2019-10-11,MEDIA,12,40603,27780,68.42,6,13890,24.406544798878002,53.53390209393524,222.31219559583678,,,,OPERATIVO,2315,12823,1069.0,BAJO,4
LED-00887,Piso 2,Centro Consultas,Centro Consultas - Sector 1,LED Downlight,Philips,12,45000,2023-05-31,MEDIA,12,44226,11844,26.78,6,5922,19.966548696180595,67.44526449554964,220.0124408809781,,,,OPERATIVO,987,32382,2698.0,BAJO,5
LED-00888,Piso 2,Centro Consultas,Centro Consultas - Sector 1,LED Downlight,Philips,12,45000,2020-03-06,MEDIA,12,64859,26016,40.11,6,13008,23.052355029409284,56.28821333467983,218.7762837018002,,,,OPERATIVO,2168,38843,3237.0,BAJO,5
LED-00889,Piso 2,Centro Consultas,Centro Consultas - Sector 1,LED Downlight,LG,12,45000,2021-02-16,MEDIA,12,40322,21852,54.19,6,10926,24.223879772567493,46.61411442998109,218.987396350576,,,,OPERATIVO,1821,18470,1539.0,BAJO,5
LED-00890,Piso 2,Centro Consultas,Centro Consultas - Sector 1,LED Downlight,Philips,12,45000,2023-03-18,MEDIA,12,45177,12732,28.18,6,6366,23.683374520099292,52.56770874378756,221.10363301852587,,,,OPERATIVO,1061,32445,2704.0,BAJO,5
LED-00891,Piso 2,Centro Consultas,Centro Consultas - Sector 2,LED Downlight,Philips,12,45000,2019-12-20,MEDIA,12,40418,26940,66.65,6,13470,25.726693350460668,45.24354963650098,221.8881819083313,,,,OPERATIVO,2245,13478,1123.0,BAJO,4
LED-00892,Piso 2,Centro Consultas,Centro Consultas - Sector 2,LED Downlight,Osram,12,45000,2021-06-09,MEDIA,12,50095,20496,40.91,6,10248,24.214570937922247,60.202591867342974,221.68699676153116,,,,OPERATIVO,1708,29599,2467.0,BAJO,5
LED-00893,Piso 2,Centro Consultas,Centro Consultas - Sector 2,LED Downlight,Genérico B,12,45000,2023-05-28,MEDIA,12,34752,11880,34.18,6,5940,23.860901593923188,60.541754916430136,219.27248742486427,,,,OPERATIVO,990,22872,1906.0,BAJO,5
LED-00894,Piso 2,Centro Consultas,Centro Consultas - Sector 2,LED Downlight,LG,12,45000,2019-10-12,MEDIA,12,38769,27768,71.62,6,13884,21.289018226075033,47.0297519695158,218.11790889648108,,,,OPERATIVO,2314,11001,917.0,MEDIO,4
LED-00895,Piso 2,Centro Consultas,Centro Consultas - Sector 2,LED Downlight,Osram,12,45000,2021-07-04,MEDIA,12,37095,20196,54.44,6,10098,24.60351916598903,44.39824901080009,218.9579980962029,,,,OPERATIVO,1683,16899,1408.0,BAJO,5
LED-00896,Piso 2,Centro Consultas,Centro Consultas - Sector 2,LED Downlight,Osram,12,45000,2023-02-26,MEDIA,12,40458,12972,32.06,6,6486,18.358884461021738,58.67640971386845,219.85350633706258,,,,OPERATIVO,1081,27486,2290.0,BAJO,5
LED-00897,Piso 2,Centro Consultas,Centro Consultas - Sector 2,LED Downlight,Samsung,12,45000,2020-08-13,MEDIA,12,53507,24096,45.03,6,12048,25.577223488050837,52.19388153856217,222.63101621138065,,,,OPERATIVO,2008,29411,2451.0,BAJO,5
LED-00898,Piso 2,Centro Consultas,Centro Consultas - Sector 2,LED Downlight,Osram,12,45000,2021-10-28,MEDIA,12,42631,18804,44.11,6,9402,25.262089949201428,42.622504236132514,223.61895998786136,,,,OPERATIVO,1567,23827,1986.0,BAJO,5
LED-00899,Piso 2,Centro Consultas,Centro Consultas - Sector 2,LED Downlight,LG,12,45000,2022-03-09,MEDIA,12,45154,17220,38.14,6,8610,24.801061877480294,48.67451003362453,223.71356047017395,,,,OPERATIVO,1435,27934,2328.0,BAJO,5
LED-00900,Piso 2,Centro Consultas,Centro Consultas - Sector 2,LED Downlight,Genérico B,12,45000,2023-06-10,MEDIA,12,39060,11724,30.01,6,5862,22.300649104412116,57.27377413366929,221.87090049980543,,,,OPERATIVO,977,27336,2278.0,BAJO,5
LED-00901,Piso 2,Centro Consultas,Centro Consultas - Sector 3,LED Downlight,LG,12,45000,2020-10-14,MEDIA,12,46243,23352,50.5,6,11676,24.58125974784342,40.398436103757405,221.25209179087835,,,,OPERATIVO,1946,22891,1908.0,BAJO,5
LED-00902,Piso 2,Centro Consultas,Centro Consultas - Sector 3,LED Downlight,Samsung,12,45000,2020-06-08,MEDIA,12,43229,24888,57.57,6,12444,18.577705482681502,60.53306083207922,221.01932248915182,,,,OPERATIVO,2074,18341,1528.0,BAJO,4
LED-00903,Piso 2,Centro Consultas,Centro Consultas - Sector 3,LED Downlight,Philips,12,45000,2022-02-15,MEDIA,12,44810,17484,39.02,6,8742,19.37909089684133,66.17183690064445,221.67869743441545,,,,OPERATIVO,1457,27326,2277.0,BAJO,5
LED-00904,Piso 2,Centro Consultas,Centro Consultas - Sector 3,LED Downlight,LG,12,45000,2022-05-20,MEDIA,12,50534,16356,32.37,6,8178,22.146923706682564,42.186953556149646,221.7609974264904,,,,OPERATIVO,1363,34178,2848.0,BAJO,5
LED-00905,Piso 2,Centro Consultas,Centro Consultas - Sector 3,LED Downlight,Genérico B,12,45000,2021-12-26,MEDIA,12,43428,18096,41.67,6,9048,22.01495624819603,53.648706391832114,222.5208536326789,,,,OPERATIVO,1508,25332,2111.0,BAJO,5
LED-00906,Piso 2,Centro Consultas,Centro Consultas - Sector 3,LED Downlight,LG,12,45000,2020-10-31,MEDIA,12,39157,23148,59.12,6,11574,22.369980801046808,42.684193684311616,220.50790451304147,,,,OPERATIVO,1929,16009,1334.0,BAJO,4
LED-00907,Piso 2,Centro Consultas,Centro Consultas - Sector 3,LED Downlight,Philips,12,45000,2022-10-29,MEDIA,12,48358,14412,29.8,6,7206,18.809324956904824,58.69413561243476,220.13640379471488,,,,OPERATIVO,1201,33946,2829.0,BAJO,5
LED-00908,Piso 2,Centro Consultas,Centro Consultas - Sector 3,LED Downlight,Genérico A,12,45000,2021-01-19,MEDIA,12,39988,22188,55.49,6,11094,23.113614635119678,47.07047603727655,222.28196169867292,,,,OPERATIVO,1849,17800,1483.0,BAJO,4
LED-00909,Piso 2,Centro Consultas,Centro Consultas - Sector 3,LED Downlight,Philips,12,45000,2019-08-03,MEDIA,12,46595,28608,61.4,6,14304,19.286882347880784,61.010436665997084,222.5532088065077,,,,OPERATIVO,2384,17987,1499.0,BAJO,4
LED-00910,Piso 2,Centro Consultas,Centro Consultas - Sector 3,LED Downlight,Osram,12,45000,2023-02-04,MEDIA,12,49687,13236,26.64,6,6618,24.517000448207337,68.08489124652989,221.08110720045062,,,,OPERATIVO,1103,36451,3038.0,BAJO,5
LED-00911,Piso 2,Centro Consultas,Centro Consultas - Sector 4,LED Downlight,Genérico A,12,45000,2021-10-17,MEDIA,12,40402,18936,46.87,6,9468,21.943861683664714,54.15707531693569,220.94187493645896,,,,OPERATIVO,1578,21466,1789.0,BAJO,5
LED-00912,Piso 2,Centro Consultas,Centro Consultas - Sector 4,LED Downlight,LG,12,45000,2019-08-10,MEDIA,12,49120,28524,58.07,6,14262,21.22815993952169,49.99899579611575,220.95156814423478,,,,OPERATIVO,2377,20596,1716.0,BAJO,4
LED-00913,Piso 2,Centro Consultas,Centro Consultas - Sector 4,LED Downlight,Philips,12,45000,2020-07-18,MEDIA,12,39722,24408,61.45,6,12204,20.67236438735968,43.20462978891972,219.43307096242165,,,,OPERATIVO,2034,15314,1276.0,BAJO,4
LED-00914,Piso 2,Centro Consultas,Centro Consultas - Sector 4,LED Downlight,Osram,12,45000,2021-11-26,MEDIA,12,50782,18456,36.34,6,9228,19.350874314936284,53.8201837496498,219.84252646016148,,,,OPERATIVO,1538,32326,2694.0,BAJO,5
LED-00915,Piso 2,Centro Consultas,Centro Consultas - Sector 4,LED Downlight,Genérico A,12,45000,2019-08-06,MEDIA,12,40547,28572,70.47,6,14286,20.85247136941511,53.41908268757802,223.7931075094086,,,,OPERATIVO,2381,11975,998.0,MEDIO,4
LED-00916,Piso 2,Centro Consultas,Centro Consultas - Sector 4,LED Downlight,LG,12,45000,2019-08-29,MEDIA,12,42752,28296,66.18,6,14148,19.94773635253408,53.73293838112403,222.55712089230167,,,,OPERATIVO,2358,14456,1205.0,BAJO,4
LED-00917,Piso 2,Centro Consultas,Centro Consultas - Sector 4,LED Downlight,LG,12,45000,2021-07-23,MEDIA,12,45135,19968,44.24,6,9984,24.206920521622294,50.16198867323294,221.38242260867239,,,,OPERATIVO,1664,25167,2097.0,BAJO,5
LED-00918,Piso 2,Centro Consultas,Centro Consultas - Sector 4,LED Downlight,Samsung,12,45000,2022-11-27,MEDIA,12,38638,14064,36.4,6,7032,18.418232826150078,65.57627934626501,219.18917831853,,,,OPERATIVO,1172,24574,2048.0,BAJO,5
LED-00919,Piso 2,Centro Consultas,Centro Consultas - Sector 4,LED Downlight,Genérico B,12,45000,2022-10-22,MEDIA,12,37762,14496,38.39,6,7248,25.24729336987718,43.79911376555123,219.0711187356356,,,,OPERATIVO,1208,23266,1939.0,BAJO,5
LED-00920,Piso 2,Centro Consultas,Centro Consultas - Sector 4,LED Downlight,Philips,12,45000,2020-10-25,MEDIA,12,51880,23220,44.76,6,11610,19.567841477614095,68.31299146636043,223.8589379668873,,,,OPERATIVO,1935,28660,2388.0,BAJO,5
LED-00921,Piso 2,Centro Consultas,Centro Consultas - Sector 5,LED Downlight,Philips,12,45000,2020-06-24,MEDIA,12,51103,24696,48.33,6,12348,23.619189768644787,59.76705419724571,223.9347519146524,,,,OPERATIVO,2058,26407,2201.0,BAJO,5
LED-00922,Piso 2,Centro Consultas,Centro Consultas - Sector 5,LED Downlight,Samsung,12,45000,2020-12-18,MEDIA,12,42732,22572,52.82,6,11286,18.416190040235577,43.40938116090158,218.02351024970656,,,,OPERATIVO,1881,20160,1680.0,BAJO,5
LED-00923,Piso 2,Centro Consultas,Centro Consultas - Sector 5,LED Downlight,Genérico A,12,45000,2020-06-29,MEDIA,12,39998,24636,61.59,6,12318,20.27739791077171,51.279136657874176,222.53786058188177,,,,OPERATIVO,2053,15362,1280.0,BAJO,4
LED-00924,Piso 2,Centro Consultas,Centro Consultas - Sector 5,LED Downlight,Philips,12,45000,2023-02-07,MEDIA,12,55663,13200,23.71,6,6600,18.144232071671297,43.06996538602189,220.46299228218427,,,,OPERATIVO,1100,42463,3539.0,BAJO,5
LED-00925,Piso 2,Centro Consultas,Centro Consultas - Sector 5,LED Downlight,Philips,12,45000,2021-05-09,MEDIA,12,49606,20868,42.07,6,10434,20.893328665560343,43.25201118149868,223.25559813311722,,,,OPERATIVO,1739,28738,2395.0,BAJO,5
LED-00926,Piso 2,Centro Consultas,Centro Consultas - Sector 5,LED Downlight,Genérico B,12,45000,2020-11-25,MEDIA,12,42422,22848,53.86,6,11424,22.098084511010086,54.62124423763735,221.75054931611916,,,,OPERATIVO,1904,19574,1631.0,BAJO,5
LED-00927,Piso 2,Centro Consultas,Centro Consultas - Sector 5,LED Downlight,Samsung,12,45000,2021-04-16,MEDIA,12,45673,21144,46.29,6,10572,18.503259808144193,45.62040373980366,218.1948246301505,,,,OPERATIVO,1762,24529,2044.0,BAJO,5
LED-00928,Piso 2,Centro Consultas,Centro Consultas - Sector 5,LED Downlight,Genérico A,12,45000,2023-03-04,MEDIA,12,44735,12900,28.84,6,6450,19.088449875453144,65.08236702385842,218.92871620907667,,,,OPERATIVO,1075,31835,2653.0,BAJO,5
LED-00929,Piso 2,Centro Consultas,Centro Consultas - Sector 5,LED Downlight,Philips,12,45000,2021-10-22,MEDIA,12,40566,18876,46.53,6,9438,21.911607411507617,52.222236440640565,223.91941694467596,,,,OPERATIVO,1573,21690,1808.0,BAJO,5
LED-00930,Piso 2,Centro Consultas,Centro Consultas - Sector 5,LED Downlight,LG,12,45000,2021-01-23,MEDIA,12,37799,22140,58.57,6,11070,18.42260715126882,58.77523584947127,218.32705566448232,,,,OPERATIVO,1845,15659,1305.0,BAJO,4
LED-00931,Piso 2,Centro Consultas,Centro Consultas - Sector 6,LED Downlight,Samsung,12,45000,2020-09-07,MEDIA,12,45256,23796,52.58,6,11898,19.366509650449686,45.93070909343463,219.91290393723804,,,,OPERATIVO,1983,21460,1788.0,BAJO,5
LED-00932,Piso 2,Centro Consultas,Centro Consultas - Sector 6,LED Downlight,Osram,12,45000,2020-06-29,MEDIA,12,53657,24636,45.91,6,12318,18.93065381706609,69.10350659255296,218.13189088885773,,,,OPERATIVO,2053,29021,2418.0,BAJO,5
LED-00933,Piso 2,Centro Consultas,Centro Consultas - Sector 6,LED Downlight,LG,12,45000,2022-07-26,MEDIA,12,46113,15552,33.73,6,7776,19.165029173643386,60.92294851711577,221.85683954651705,,,,OPERATIVO,1296,30561,2547.0,BAJO,5
LED-00934,Piso 2,Centro Consultas,Centro Consultas - Sector 6,LED Downlight,Genérico A,12,45000,2022-11-11,MEDIA,12,44901,14256,31.75,6,7128,23.535418906132737,44.6755460965433,219.46065570059247,,,,OPERATIVO,1188,30645,2554.0,BAJO,5
LED-00935,Piso 2,Centro Consultas,Centro Consultas - Sector 6,LED Downlight,Osram,12,45000,2023-04-11,MEDIA,12,41845,12444,29.74,6,6222,21.220210843921137,67.60120157637711,221.90153042656198,,,,OPERATIVO,1037,29401,2450.0,BAJO,5
LED-00936,Piso 2,Centro Consultas,Centro Consultas - Sector 6,LED Downlight,Genérico A,12,45000,2020-09-05,MEDIA,12,41193,23820,57.83,6,11910,20.068458109121966,50.11637471218857,220.41356248210124,,,,OPERATIVO,1985,17373,1448.0,BAJO,4
LED-00937,Piso 2,Centro Consultas,Centro Consultas - Sector 6,LED Downlight,Philips,12,45000,2022-08-30,MEDIA,12,45132,15132,33.53,6,7566,20.805678303936674,63.1852025027951,222.8190230697964,,,,OPERATIVO,1261,30000,2500.0,BAJO,5
LED-00938,Piso 2,Centro Consultas,Centro Consultas - Sector 6,LED Downlight,Philips,12,45000,2019-08-11,MEDIA,12,41734,28512,68.32,6,14256,20.986825288254654,44.54231331808255,222.79072103030714,,,,OPERATIVO,2376,13222,1102.0,BAJO,4
