Fecha,Año,Mes,MesNombre,Trimestre,Semana,DiaSemana,DiaSemanaNombre,DiaDelAño
2020-12-29,2020,12,December,4,53,2,Tuesday,364
2020-12-30,2020,12,December,4,53,3,Wednesday,365
2020-12-31,2020,12,December,4,53,4,Thursday,366
2021-01-01,2021,1,January,1,53,5,Friday,1
2021-01-02,2021,1,January,1,53,6,Saturday,2
2021-01-03,2021,1,January,1,53,7,Sunday,3
2021-01-04,2021,1,January,1,1,1,Monday,4
2021-01-05,2021,1,January,1,1,2,Tuesday,5
2021-01-06,2021,1,January,1,1,3,Wednesday,6
2021-01-07,2021,1,January,1,1,4,Thursday,7
2021-01-08,2021,1,January,1,1,5,Friday,8
2021-01-09,2021,1,January,1,1,6,Saturday,9
2021-01-10,2021,1,January,1,1,7,Sunday,10
2021-01-11,2021,1,January,1,2,1,Monday,11
2021-01-12,2021,1,January,1,2,2,Tuesday,12
2021-01-13,2021,1,January,1,2,3,Wednesday,13
2021-01-14,2021,1,January,1,2,4,Thursday,14
2021-01-15,2021,1,January,1,2,5,Friday,15
2021-01-16,2021,1,January,1,2,6,Saturday,16
2021-01-17,2021,1,January,1,2,7,Sunday,17
2021-01-18,2021,1,January,1,3,1,Monday,18
2021-01-19,2021,1,January,1,3,2,Tuesday,19
2021-01-20,2021,1,January,1,3,3,Wednesday,20
2021-01-21,2021,1,January,1,3,4,Thursday,21
2021-01-22,2021,1,January,1,3,5,Friday,22
2021-01-23,2021,1,January,1,3,6,Saturday,23
2021-01-24,2021,1,January,1,3,7,Sunday,24
2021-01-25,2021,1,January,1,4,1,Monday,25
2021-01-26,2021,1,January,1,4,2,Tuesday,26
2021-01-27,2021,1,January,1,4,3,Wednesday,27
2021-01-28,2021,1,January,1,4,4,Thursday,28
2021-01-29,2021,1,January,1,4,5,Friday,29
2021-01-30,2021,1,January,1,4,6,Saturday,30
2021-01-31,2021,1,January,1,4,7,Sunday,31
2021-02-01,2021,2,February,1,5,1,Monday,32
2021-02-02,2021,2,February,1,5,2,Tuesday,33
2021-02-03,2021,2,February,1,5,3,Wednesday,34
2021-02-04,2021,2,February,1,5,4,Thursday,35
2021-02-05,2021,2,February,1,5,5,Friday,36
2021-02-06,2021,2,February,1,5,6,Saturday,37
2021-02-07,2021,2,February,1,5,7,Sunday,38
2021-02-08,2021,2,February,1,6,1,Monday,39
2021-02-09,2021,2,February,1,6,2,Tuesday,40
2021-02-10,2021,2,February,1,6,3,Wednesday,41
2021-02-11,2021,2,February,1,6,4,Thursday,42
2021-02-12,2021,2,February,1,6,5,Friday,43
2021-02-13,2021,2,February,1,6,6,Saturday,44
2021-02-14,2021,2,February,1,6,7,Sunday,45
2021-02-15,2021,2,February,1,7,1,Monday,46
2021-02-16,2021,2,February,1,7,2,Tuesday,47
2021-02-17,2021,2,February,1,7,3,Wednesday,48
2021-02-18,2021,2,February,1,7,4,Thursday,49
2021-02-19,2021,2,February,1,7,5,Friday,50
2021-02-20,2021,2,February,1,7,6,Saturday,51
2021-02-21,2021,2,February,1,7,7,Sunday,52
2021-02-22,2021,2,February,1,8,1,Monday,53
2021-02-23,2021,2,February,1,8,2,Tuesday,54
2021-02-24,2021,2,February,1,8,3,Wednesday,55
2021-02-25,2021,2,February,1,8,4,Thursday,56
2021-02-26,2021,2,February,1,8,5,Friday,57
2021-02-27,2021,2,February,1,8,6,Saturday,58
2021-02-28,2021,2,February,1,8,7,Sunday,59
2021-03-01,2021,3,March,1,9,1,Monday,60
2021-03-02,2021,3,March,1,9,2,Tuesday,61
2021-03-03,2021,3,March,1,9,3,Wednesday,62
2021-03-04,2021,3,March,1,9,4,Thursday,63
2021-03-05,2021,3,March,1,9,5,Friday,64
2021-03-06,2021,3,March,1,9,6,Saturday,65
2021-03-07,2021,3,March,1,9,7,Sunday,66
2021-03-08,2021,3,March,1,10,1,Monday,67
2021-03-09,2021,3,March,1,10,2,Tuesday,68
2021-03-10,2021,3,March,1,10,3,Wednesday,69
2021-03-11,2021,3,March,1,10,4,Thursday,70
2021-03-12,2021,3,March,1,10,5,Friday,71
2021-03-13,2021,3,March,1,10,6,Saturday,72
2021-03-14,2021,3,March,1,10,7,Sunday,73
2021-03-15,2021,3,March,1,11,1,Monday,74
2021-03-16,2021,3,March,1,11,2,Tuesday,75
2021-03-17,2021,3,March,1,11,3,Wednesday,76
2021-03-18,2021,3,March,1,11,4,Thursday,77
2021-03-19,2021,3,March,1,11,5,Friday,78
2021-03-20,2021,3,March,1,11,6,Saturday,79
2021-03-21,2021,3,March,1,11,7,Sunday,80
2021-03-22,2021,3,March,1,12,1,Monday,81
2021-03-23,2021,3,March,1,12,2,Tuesday,82
2021-03-24,2021,3,March,1,12,3,Wednesday,83
2021-03-25,2021,3,March,1,12,4,Thursday,84
2021-03-26,2021,3,March,1,12,5,Friday,85
2021-03-27,2021,3,March,1,12,6,Saturday,86
2021-03-28,2021,3,March,1,12,7,Sunday,87
2021-03-29,2021,3,March,1,13,1,Monday,88
2021-03-30,2021,3,March,1,13,2,Tuesday,89
2021-03-31,2021,3,March,1,13,3,Wednesday,90
2021-04-01,2021,4,April,2,13,4,Thursday,91
2021-04-02,2021,4,April,2,13,5,Friday,92
2021-04-03,2021,4,April,2,13,6,Saturday,93
2021-04-04,2021,4,April,2,13,7,Sunday,94
2021-04-05,2021,4,April,2,14,1,Monday,95
2021-04-06,2021,4,April,2,14,2,Tuesday,96
2021-04-07,2021,4,April,2,14,3,Wednesday,97
2021-04-08,2021,4,April,2,14,4,Thursday,98
2021-04-09,2021,4,April,2,14,5,Friday,99
2021-04-10,2021,4,April,2,14,6,Saturday,100
2021-04-11,2021,4,April,2,14,7,Sunday,101
2021-04-12,2021,4,April,2,15,1,Monday,102
2021-04-13,2021,4,April,2,15,2,Tuesday,103
2021-04-14,2021,4,April,2,15,3,Wednesday,104
2021-04-15,2021,4,April,2,15,4,Thursday,105
2021-04-16,2021,4,April,2,15,5,Friday,106
2021-04-17,2021,4,April,2,15,6,Saturday,107
2021-04-18,2021,4,April,2,15,7,Sunday,108
2021-04-19,2021,4,April,2,16,1,Monday,109
2021-04-20,2021,4,April,2,16,2,Tuesday,110
2021-04-21,2021,4,April,2,16,3,Wednesday,111
2021-04-22,2021,4,April,2,16,4,Thursday,112
2021-04-23,2021,4,April,2,16,5,Friday,113
2021-04-24,2021,4,April,2,16,6,Saturday,114
2021-04-25,2021,4,April,2,16,7,Sunday,115
2021-04-26,2021,4,April,2,17,1,Monday,116
2021-04-27,2021,4,April,2,17,2,Tuesday,117
2021-04-28,2021,4,April,2,17,3,Wednesday,118
2021-04-29,2021,4,April,2,17,4,Thursday,119
2021-04-30,2021,4,April,2,17,5,Friday,120
2021-05-01,2021,5,May,2,17,6,Saturday,121
2021-05-02,2021,5,May,2,17,7,Sunday,122
2021-05-03,2021,5,May,2,18,1,Monday,123
2021-05-04,2021,5,May,2,18,2,Tuesday,124
2021-05-05,2021,5,May,2,18,3,Wednesday,125
2021-05-06,2021,5,May,2,18,4,Thursday,126
2021-05-07,2021,5,May,2,18,5,Friday,127
2021-05-08,2021,5,May,2,18,6,Saturday,128
2021-05-09,2021,5,May,2,18,7,Sunday,129
2021-05-10,2021,5,May,2,19,1,Monday,130
2021-05-11,2021,5,May,2,19,2,Tuesday,131
2021-05-12,2021,5,May,2,19,3,Wednesday,132
2021-05-13,2021,5,May,2,19,4,Thursday,133
2021-05-14,2021,5,May,2,19,5,Friday,134
2021-05-15,2021,5,May,2,19,6,Saturday,135
2021-05-16,2021,5,May,2,19,7,Sunday,136
2021-05-17,2021,5,May,2,20,1,Monday,137
2021-05-18,2021,5,May,2,20,2,Tuesday,138
2021-05-19,2021,5,May,2,20,3,Wednesday,139
2021-05-20,2021,5,May,2,20,4,Thursday,140
2021-05-21,2021,5,May,2,20,5,Friday,141
2021-05-22,2021,5,May,2,20,6,Saturday,142
2021-05-23,2021,5,May,2,20,7,Sunday,143
2021-05-24,2021,5,May,2,21,1,Monday,144
2021-05-25,2021,5,May,2,21,2,Tuesday,145
2021-05-26,2021,5,May,2,21,3,Wednesday,146
2021-05-27,2021,5,May,2,21,4,Thursday,147
2021-05-28,2021,5,May,2,21,5,Friday,148
2021-05-29,2021,5,May,2,21,6,Saturday,149
2021-05-30,2021,5,May,2,21,7,Sunday,150
2021-05-31,2021,5,May,2,22,1,Monday,151
2021-06-01,2021,6,June,2,22,2,Tuesday,152
2021-06-02,2021,6,June,2,22,3,Wednesday,153
2021-06-03,2021,6,June,2,22,4,Thursday,154
2021-06-04,2021,6,June,2,22,5,Friday,155
2021-06-05,2021,6,June,2,22,6,Saturday,156
2021-06-06,2021,6,June,2,22,7,Sunday,157
2021-06-07,2021,6,June,2,23,1,Monday,158
2021-06-08,2021,6,June,2,23,2,Tuesday,159
2021-06-09,2021,6,June,2,23,3,Wednesday,160
2021-06-10,2021,6,June,2,23,4,Thursday,161
2021-06-11,2021,6,June,2,23,5,Friday,162
2021-06-12,2021,6,June,2,23,6,Saturday,163
2021-06-13,2021,6,June,2,23,7,Sunday,164
2021-06-14,2021,6,June,2,24,1,Monday,165
2021-06-15,2021,6,June,2,24,2,Tuesday,166
2021-06-16,2021,6,June,2,24,3,Wednesday,167
2021-06-17,2021,6,June,2,24,4,Thursday,168
2021-06-18,2021,6,June,2,24,5,Friday,169
2021-06-19,2021,6,June,2,24,6,Saturday,170
2021-06-20,2021,6,June,2,24,7,Sunday,171
2021-06-21,2021,6,June,2,25,1,Monday,172
2021-06-22,2021,6,June,2,25,2,Tuesday,173
2021-06-23,2021,6,June,2,25,3,Wednesday,174
2021-06-24,2021,6,June,2,25,4,Thursday,175
2021-06-25,2021,6,June,2,25,5,Friday,176
2021-06-26,2021,6,June,2,25,6,Saturday,177
2021-06-27,2021,6,June,2,25,7,Sunday,178
2021-06-28,2021,6,June,2,26,1,Monday,179
2021-06-29,2021,6,June,2,26,2,Tuesday,180
2021-06-30,2021,6,June,2,26,3,Wednesday,181
2021-07-01,2021,7,July,3,26,4,Thursday,182
2021-07-02,2021,7,July,3,26,5,Friday,183
2021-07-03,2021,7,July,3,26,6,Saturday,184
2021-07-04,2021,7,July,3,26,7,Sunday,185
2021-07-05,2021,7,July,3,27,1,Monday,186
2021-07-06,2021,7,July,3,27,2,Tuesday,187
2021-07-07,2021,7,July,3,27,3,Wednesday,188
2021-07-08,2021,7,July,3,27,4,Thursday,189
2021-07-09,2021,7,July,3,27,5,Friday,190
2021-07-10,2021,7,July,3,27,6,Saturday,191
2021-07-11,2021,7,July,3,27,7,Sunday,192
2021-07-12,2021,7,July,3,28,1,Monday,193
2021-07-13,2021,7,July,3,28,2,Tuesday,194
2021-07-14,2021,7,July,3,28,3,Wednesday,195
2021-07-15,2021,7,July,3,28,4,Thursday,196
2021-07-16,2021,7,July,3,28,5,Friday,197
2021-07-17,2021,7,July,3,28,6,Saturday,198
2021-07-18,2021,7,July,3,28,7,Sunday,199
2021-07-19,2021,7,July,3,29,1,Monday,200
2021-07-20,2021,7,July,3,29,2,Tuesday,201
2021-07-21,2021,7,July,3,29,3,Wednesday,202
2021-07-22,2021,7,July,3,29,4,Thursday,203
2021-07-23,2021,7,July,3,29,5,Friday,204
2021-07-24,2021,7,July,3,29,6,Saturday,205
2021-07-25,2021,7,July,3,29,7,Sunday,206
2021-07-26,2021,7,July,3,30,1,Monday,207
2021-07-27,2021,7,July,3,30,2,Tuesday,208
2021-07-28,2021,7,July,3,30,3,Wednesday,209
2021-07-29,2021,7,July,3,30,4,Thursday,210
2021-07-30,2021,7,July,3,30,5,Friday,211
2021-07-31,2021,7,July,3,30,6,Saturday,212
2021-08-01,2021,8,August,3,30,7,Sunday,213
2021-08-02,2021,8,August,3,31,1,Monday,214
2021-08-03,2021,8,August,3,31,2,Tuesday,215
2021-08-04,2021,8,August,3,31,3,Wednesday,216
2021-08-05,2021,8,August,3,31,4,Thursday,217
2021-08-06,2021,8,August,3,31,5,Friday,218
2021-08-07,2021,8,August,3,31,6,Saturday,219
2021-08-08,2021,8,August,3,31,7,Sunday,220
2021-08-09,2021,8,August,3,32,1,Monday,221
2021-08-10,2021,8,August,3,32,2,Tuesday,222
2021-08-11,2021,8,August,3,32,3,Wednesday,223
2021-08-12,2021,8,August,3,32,4,Thursday,224
2021-08-13,2021,8,August,3,32,5,Friday,225
2021-08-14,2021,8,August,3,32,6,Saturday,226
2021-08-15,2021,8,August,3,32,7,Sunday,227
2021-08-16,2021,8,August,3,33,1,Monday,228
2021-08-17,2021,8,August,3,33,2,Tuesday,229
2021-08-18,2021,8,August,3,33,3,Wednesday,230
2021-08-19,2021,8,August,3,33,4,Thursday,231
2021-08-20,2021,8,August,3,33,5,Friday,232
2021-08-21,2021,8,August,3,33,6,Saturday,233
2021-08-22,2021,8,August,3,33,7,Sunday,234
2021-08-23,2021,8,August,3,34,1,Monday,235
2021-08-24,2021,8,August,3,34,2,Tuesday,236
2021-08-25,2021,8,August,3,34,3,Wednesday,237
2021-08-26,2021,8,August,3,34,4,Thursday,238
2021-08-27,2021,8,August,3,34,5,Friday,239
2021-08-28,2021,8,August,3,34,6,Saturday,240
2021-08-29,2021,8,August,3,34,7,Sunday,241
2021-08-30,2021,8,August,3,35,1,Monday,242
2021-08-31,2021,8,August,3,35,2,Tuesday,243
2021-09-01,2021,9,September,3,35,3,Wednesday,244
2021-09-02,2021,9,September,3,35,4,Thursday,245
2021-09-03,2021,9,September,3,35,5,Friday,246
2021-09-04,2021,9,September,3,35,6,Saturday,247
2021-09-05,2021,9,September,3,35,7,Sunday,248
2021-09-06,2021,9,September,3,36,1,Monday,249
2021-09-07,2021,9,September,3,36,2,Tuesday,250
2021-09-08,2021,9,September,3,36,3,Wednesday,251
2021-09-09,2021,9,September,3,36,4,Thursday,252
2021-09-10,2021,9,September,3,36,5,Friday,253
2021-09-11,2021,9,September,3,36,6,Saturday,254
2021-09-12,2021,9,September,3,36,7,Sunday,255
2021-09-13,2021,9,September,3,37,1,Monday,256
2021-09-14,2021,9,September,3,37,2,Tuesday,257
2021-09-15,2021,9,September,3,37,3,Wednesday,258
2021-09-16,2021,9,September,3,37,4,Thursday,259
2021-09-17,2021,9,September,3,37,5,Friday,260
2021-09-18,2021,9,September,3,37,6,Saturday,261
2021-09-19,2021,9,September,3,37,7,Sunday,262
2021-09-20,2021,9,September,3,38,1,Monday,263
2021-09-21,2021,9,September,3,38,2,Tuesday,264
2021-09-22,2021,9,September,3,38,3,Wednesday,265
2021-09-23,2021,9,September,3,38,4,Thursday,266
2021-09-24,2021,9,September,3,38,5,Friday,267
2021-09-25,2021,9,September,3,38,6,Saturday,268
2021-09-26,2021,9,September,3,38,7,Sunday,269
2021-09-27,2021,9,September,3,39,1,Monday,270
2021-09-28,2021,9,September,3,39,2,Tuesday,271
2021-09-29,2021,9,September,3,39,3,Wednesday,272
2021-09-30,2021,9,September,3,39,4,Thursday,273
2021-10-01,2021,10,October,4,39,5,Friday,274
2021-10-02,2021,10,October,4,39,6,Saturday,275
2021-10-03,2021,10,October,4,39,7,Sunday,276
2021-10-04,2021,10,October,4,40,1,Monday,277
2021-10-05,2021,10,October,4,40,2,Tuesday,278
2021-10-06,2021,10,October,4,40,3,Wednesday,279
2021-10-07,2021,10,October,4,40,4,Thursday,280
2021-10-08,2021,10,October,4,40,5,Friday,281
2021-10-09,2021,10,October,4,40,6,Saturday,282
2021-10-10,2021,10,October,4,40,7,Sunday,283
2021-10-11,2021,10,October,4,41,1,Monday,284
2021-10-12,2021,10,October,4,41,2,Tuesday,285
2021-10-13,2021,10,October,4,41,3,Wednesday,286
2021-10-14,2021,10,October,4,41,4,Thursday,287
2021-10-15,2021,10,October,4,41,5,Friday,288
2021-10-16,2021,10,October,4,41,6,Saturday,289
2021-10-17,2021,10,October,4,41,7,Sunday,290
2021-10-18,2021,10,October,4,42,1,Monday,291
2021-10-19,2021,10,October,4,42,2,Tuesday,292
2021-10-20,2021,10,October,4,42,3,Wednesday,293
2021-10-21,2021,10,October,4,42,4,Thursday,294
2021-10-22,2021,10,October,4,42,5,Friday,295
2021-10-23,2021,10,October,4,42,6,Saturday,296
2021-10-24,2021,10,October,4,42,7,Sunday,297
2021-10-25,2021,10,October,4,43,1,Monday,298
2021-10-26,2021,10,October,4,43,2,Tuesday,299
2021-10-27,2021,10,October,4,43,3,Wednesday,300
2021-10-28,2021,10,October,4,43,4,Thursday,301
2021-10-29,2021,10,October,4,43,5,Friday,302
2021-10-30,2021,10,October,4,43,6,Saturday,303
2021-10-31,2021,10,October,4,43,7,Sunday,304
2021-11-01,2021,11,November,4,44,1,Monday,305
2021-11-02,2021,11,November,4,44,2,Tuesday,306
2021-11-03,2021,11,November,4,44,3,Wednesday,307
2021-11-04,2021,11,November,4,44,4,Thursday,308
2021-11-05,2021,11,November,4,44,5,Friday,309
2021-11-06,2021,11,November,4,44,6,Saturday,310
2021-11-07,2021,11,November,4,44,7,Sunday,311
2021-11-08,2021,11,November,4,45,1,Monday,312
2021-11-09,2021,11,November,4,45,2,Tuesday,313
2021-11-10,2021,11,November,4,45,3,Wednesday,314
2021-11-11,2021,11,November,4,45,4,Thursday,315
2021-11-12,2021,11,November,4,45,5,Friday,316
2021-11-13,2021,11,November,4,45,6,Saturday,317
2021-11-14,2021,11,November,4,45,7,Sunday,318
2021-11-15,2021,11,November,4,46,1,Monday,319
2021-11-16,2021,11,November,4,46,2,Tuesday,320
2021-11-17,2021,11,November,4,46,3,Wednesday,321
2021-11-18,2021,11,November,4,46,4,Thursday,322
2021-11-19,2021,11,November,4,46,5,Friday,323
2021-11-20,2021,11,November,4,46,6,Saturday,324
2021-11-21,2021,11,November,4,46,7,Sunday,325
2021-11-22,2021,11,November,4,47,1,Monday,326
2021-11-23,2021,11,November,4,47,2,Tuesday,327
2021-11-24,2021,11,November,4,47,3,Wednesday,328
2021-11-25,2021,11,November,4,47,4,Thursday,329
2021-11-26,2021,11,November,4,47,5,Friday,330
2021-11-27,2021,11,November,4,47,6,Saturday,331
2021-11-28,2021,11,November,4,47,7,Sunday,332
2021-11-29,2021,11,November,4,48,1,Monday,333
2021-11-30,2021,11,November,4,48,2,Tuesday,334
2021-12-01,2021,12,December,4,48,3,Wednesday,335
2021-12-02,2021,12,December,4,48,4,Thursday,336
2021-12-03,2021,12,December,4,48,5,Friday,337
2021-12-04,2021,12,December,4,48,6,Saturday,338
2021-12-05,2021,12,December,4,48,7,Sunday,339
2021-12-06,2021,12,December,4,49,1,Monday,340
2021-12-07,2021,12,December,4,49,2,Tuesday,341
2021-12-08,2021,12,December,4,49,3,Wednesday,342
2021-12-09,2021,12,December,4,49,4,Thursday,343
2021-12-10,2021,12,December,4,49,5,Friday,344
2021-12-11,2021,12,December,4,49,6,Saturday,345
2021-12-12,2021,12,December,4,49,7,Sunday,346
2021-12-13,2021,12,December,4,50,1,Monday,347
2021-12-14,2021,12,December,4,50,2,Tuesday,348
2021-12-15,2021,12,December,4,50,3,Wednesday,349
2021-12-16,2021,12,December,4,50,4,Thursday,350
2021-12-17,2021,12,December,4,50,5,Friday,351
2021-12-18,2021,12,December,4,50,6,Saturday,352
2021-12-19,2021,12,December,4,50,7,Sunday,353
2021-12-20,2021,12,December,4,51,1,Monday,354
2021-12-21,2021,12,December,4,51,2,Tuesday,355
2021-12-22,2021,12,December,4,51,3,Wednesday,356
2021-12-23,2021,12,December,4,51,4,Thursday,357
2021-12-24,2021,12,December,4,51,5,Friday,358
2021-12-25,2021,12,December,4,51,6,Saturday,359
2021-12-26,2021,12,December,4,51,7,Sunday,360
2021-12-27,2021,12,December,4,52,1,Monday,361
2021-12-28,2021,12,December,4,52,2,Tuesday,362
2021-12-29,2021,12,December,4,52,3,Wednesday,363
2021-12-30,2021,12,December,4,52,4,Thursday,364
2021-12-31,2021,12,December,4,52,5,Friday,365
2022-01-01,2022,1,January,1,52,6,Saturday,1
2022-01-02,2022,1,January,1,52,7,Sunday,2
2022-01-03,2022,1,January,1,1,1,Monday,3
2022-01-04,2022,1,January,1,1,2,Tuesday,4
2022-01-05,2022,1,January,1,1,3,Wednesday,5
2022-01-06,2022,1,January,1,1,4,Thursday,6
2022-01-07,2022,1,January,1,1,5,Friday,7
2022-01-08,2022,1,January,1,1,6,Saturday,8
2022-01-09,2022,1,January,1,1,7,Sunday,9
2022-01-10,2022,1,January,1,2,1,Monday,10
2022-01-11,2022,1,January,1,2,2,Tuesday,11
2022-01-12,2022,1,January,1,2,3,Wednesday,12
2022-01-13,2022,1,January,1,2,4,Thursday,13
2022-01-14,2022,1,January,1,2,5,Friday,14
2022-01-15,2022,1,January,1,2,6,Saturday,15
2022-01-16,2022,1,January,1,2,7,Sunday,16
2022-01-17,2022,1,January,1,3,1,Monday,17
2022-01-18,2022,1,January,1,3,2,Tuesday,18
2022-01-19,2022,1,January,1,3,3,Wednesday,19
2022-01-20,2022,1,January,1,3,4,Thursday,20
2022-01-21,2022,1,January,1,3,5,Friday,21
2022-01-22,2022,1,January,1,3,6,Saturday,22
2022-01-23,2022,1,January,1,3,7,Sunday,23
2022-01-24,2022,1,January,1,4,1,Monday,24
2022-01-25,2022,1,January,1,4,2,Tuesday,25
2022-01-26,2022,1,January,1,4,3,Wednesday,26
2022-01-27,2022,1,January,1,4,4,Thursday,27
2022-01-28,2022,1,January,1,4,5,Friday,28
2022-01-29,2022,1,January,1,4,6,Saturday,29
2022-01-30,2022,1,January,1,4,7,Sunday,30
2022-01-31,2022,1,January,1,5,1,Monday,31
2022-02-01,2022,2,February,1,5,2,Tuesday,32
2022-02-02,2022,2,February,1,5,3,Wednesday,33
2022-02-03,2022,2,February,1,5,4,Thursday,34
2022-02-04,2022,2,February,1,5,5,Friday,35
2022-02-05,2022,2,February,1,5,6,Saturday,36
2022-02-06,2022,2,February,1,5,7,Sunday,37
2022-02-07,2022,2,February,1,6,1,Monday,38
2022-02-08,2022,2,February,1,6,2,Tuesday,39
2022-02-09,2022,2,February,1,6,3,Wednesday,40
2022-02-10,2022,2,February,1,6,4,Thursday,41
2022-02-11,2022,2,February,1,6,5,Friday,42
2022-02-12,2022,2,February,1,6,6,Saturday,43
2022-02-13,2022,2,February,1,6,7,Sunday,44
2022-02-14,2022,2,February,1,7,1,Monday,45
2022-02-15,2022,2,February,1,7,2,Tuesday,46
2022-02-16,2022,2,February,1,7,3,Wednesday,47
2022-02-17,2022,2,February,1,7,4,Thursday,48
2022-02-18,2022,2,February,1,7,5,Friday,49
2022-02-19,2022,2,February,1,7,6,Saturday,50
2022-02-20,2022,2,February,1,7,7,Sunday,51
2022-02-21,2022,2,February,1,8,1,Monday,52
2022-02-22,2022,2,February,1,8,2,Tuesday,53
2022-02-23,2022,2,February,1,8,3,Wednesday,54
2022-02-24,2022,2,February,1,8,4,Thursday,55
2022-02-25,2022,2,February,1,8,5,Friday,56
2022-02-26,2022,2,February,1,8,6,Saturday,57
2022-02-27,2022,2,February,1,8,7,Sunday,58
2022-02-28,2022,2,February,1,9,1,Monday,59
2022-03-01,2022,3,March,1,9,2,Tuesday,60
2022-03-02,2022,3,March,1,9,3,Wednesday,61
2022-03-03,2022,3,March,1,9,4,Thursday,62
2022-03-04,2022,3,March,1,9,5,Friday,63
2022-03-05,2022,3,March,1,9,6,Saturday,64
2022-03-06,2022,3,March,1,9,7,Sunday,65
2022-03-07,2022,3,March,1,10,1,Monday,66
2022-03-08,2022,3,March,1,10,2,Tuesday,67
2022-03-09,2022,3,March,1,10,3,Wednesday,68
2022-03-10,2022,3,March,1,10,4,Thursday,69
2022-03-11,2022,3,March,1,10,5,Friday,70
2022-03-12,2022,3,March,1,10,6,Saturday,71
2022-03-13,2022,3,March,1,10,7,Sunday,72
2022-03-14,2022,3,March,1,11,1,Monday,73
2022-03-15,2022,3,March,1,11,2,Tuesday,74
2022-03-16,2022,3,March,1,11,3,Wednesday,75
2022-03-17,2022,3,March,1,11,4,Thursday,76
2022-03-18,2022,3,March,1,11,5,Friday,77
2022-03-19,2022,3,March,1,11,6,Saturday,78
2022-03-20,2022,3,March,1,11,7,Sunday,79
2022-03-21,2022,3,March,1,12,1,Monday,80
2022-03-22,2022,3,March,1,12,2,Tuesday,81
2022-03-23,2022,3,March,1,12,3,Wednesday,82
2022-03-24,2022,3,March,1,12,4,Thursday,83
2022-03-25,2022,3,March,1,12,5,Friday,84
2022-03-26,2022,3,March,1,12,6,Saturday,85
2022-03-27,2022,3,March,1,12,7,Sunday,86
2022-03-28,2022,3,March,1,13,1,Monday,87
2022-03-29,2022,3,March,1,13,2,Tuesday,88
2022-03-30,2022,3,March,1,13,3,Wednesday,89
2022-03-31,2022,3,March,1,13,4,Thursday,90
2022-04-01,2022,4,April,2,13,5,Friday,91
2022-04-02,2022,4,April,2,13,6,Saturday,92
2022-04-03,2022,4,April,2,13,7,Sunday,93
2022-04-04,2022,4,April,2,14,1,Monday,94
2022-04-05,2022,4,April,2,14,2,Tuesday,95
2022-04-06,2022,4,April,2,14,3,Wednesday,96
2022-04-07,2022,4,April,2,14,4,Thursday,97
2022-04-08,2022,4,April,2,14,5,Friday,98
2022-04-09,2022,4,April,2,14,6,Saturday,99
2022-04-10,2022,4,April,2,14,7,Sunday,100
2022-04-11,2022,4,April,2,15,1,Monday,101
2022-04-12,2022,4,April,2,15,2,Tuesday,102
2022-04-13,2022,4,April,2,15,3,Wednesday,103
2022-04-14,2022,4,April,2,15,4,Thursday,104
2022-04-15,2022,4,April,2,15,5,Friday,105
2022-04-16,2022,4,April,2,15,6,Saturday,106
2022-04-17,2022,4,April,2,15,7,Sunday,107
2022-04-18,2022,4,April,2,16,1,Monday,108
2022-04-19,2022,4,April,2,16,2,Tuesday,109
2022-04-20,2022,4,April,2,16,3,Wednesday,110
2022-04-21,2022,4,April,2,16,4,Thursday,111
2022-04-22,2022,4,April,2,16,5,Friday,112
2022-04-23,2022,4,April,2,16,6,Saturday,113
2022-04-24,2022,4,April,2,16,7,Sunday,114
2022-04-25,2022,4,April,2,17,1,Monday,115
2022-04-26,2022,4,April,2,17,2,Tuesday,116
2022-04-27,2022,4,April,2,17,3,Wednesday,117
2022-04-28,2022,4,April,2,17,4,Thursday,118
2022-04-29,2022,4,April,2,17,5,Friday,119
2022-04-30,2022,4,April,2,17,6,Saturday,120
2022-05-01,2022,5,May,2,17,7,Sunday,121
2022-05-02,2022,5,May,2,18,1,Monday,122
2022-05-03,2022,5,May,2,18,2,Tuesday,123
2022-05-04,2022,5,May,2,18,3,Wednesday,124
2022-05-05,2022,5,May,2,18,4,Thursday,125
2022-05-06,2022,5,May,2,18,5,Friday,126
2022-05-07,2022,5,May,2,18,6,Saturday,127
2022-05-08,2022,5,May,2,18,7,Sunday,128
2022-05-09,2022,5,May,2,19,1,Monday,129
2022-05-10,2022,5,May,2,19,2,Tuesday,130
2022-05-11,2022,5,May,2,19,3,Wednesday,131
2022-05-12,2022,5,May,2,19,4,Thursday,132
2022-05-13,2022,5,May,2,19,5,Friday,133
2022-05-14,2022,5,May,2,19,6,Saturday,134
2022-05-15,2022,5,May,2,19,7,Sunday,135
2022-05-16,2022,5,May,2,20,1,Monday,136
2022-05-17,2022,5,May,2,20,2,Tuesday,137
2022-05-18,2022,5,May,2,20,3,Wednesday,138
2022-05-19,2022,5,May,2,20,4,Thursday,139
2022-05-20,2022,5,May,2,20,5,Friday,140
2022-05-21,2022,5,May,2,20,6,Saturday,141
2022-05-22,2022,5,May,2,20,7,Sunday,142
2022-05-23,2022,5,May,2,21,1,Monday,143
2022-05-24,2022,5,May,2,21,2,Tuesday,144
2022-05-25,2022,5,May,2,21,3,Wednesday,145
2022-05-26,2022,5,May,2,21,4,Thursday,146
2022-05-27,2022,5,May,2,21,5,Friday,147
2022-05-28,2022,5,May,2,21,6,Saturday,148
