id_luminaria,piso,area,tipo_led,marca,criticidad,horas_uso_acumuladas,porcentaje_vida_consumida,dias_restantes_estimados,dias_restantes_predichos,nivel_riesgo,prioridad_mantenimiento,prob_falla_alto,prob_falla_medio,prob_falla_bajo
LED-00822,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,22416,50.94,899.0,862.3797333635691,BAJO,4,0.0,0.0,1.0
LED-00823,Piso 2,Laboratorio,LED Industrial,Genérico B,ALTA,23088,44.87,1182.0,1206.3526403518265,BAJO,5,0.0,0.0,1.0
LED-00824,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,29520,66.18,629.0,636.8793726780173,BAJO,3,0.0,0.0,1.0
LED-00825,Piso 2,Laboratorio,LED Industrial,Samsung,ALTA,52080,97.99,45.0,48.916603184210935,MUY ALTO,1,0.0835507086799111,0.8424119490764379,0.07403734224365109
LED-00826,Piso 2,Laboratorio,LED Industrial,Samsung,ALTA,27624,54.84,948.0,951.1142842997879,BAJO,4,0.0,0.0,1.0
LED-00827,Piso 2,Laboratorio,LED Industrial,Genérico A,ALTA,33840,84.94,250.0,256.96618269523117,MEDIO,2,0.0,0.009897682188348298,0.9901023178116517
LED-00828,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,24504,48.49,1085.0,1124.064926507015,BAJO,4,0.0,0.0,1.0
LED-00830,Piso 2,Laboratorio,LED Industrial,Genérico A,ALTA,44640,86.86,281.0,274.98960767312605,MEDIO,2,0.0,0.017599090496929398,0.9824009095030707
LED-00832,Piso 2,Laboratorio,LED Industrial,Samsung,ALTA,22968,46.79,1088.0,1116.1785698767255,BAJO,4,0.0,0.0,1.0
LED-00834,Piso 2,Laboratorio,LED Industrial,Philips,ALTA,29232,45.36,1467.0,1456.2125949313001,BAJO,5,0.0,0.0,1.0
LED-00835,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,22248,39.67,1410.0,1414.6643243817184,BAJO,5,0.0,0.0,1.0
LED-00836,Piso 2,Laboratorio,LED Industrial,LG,ALTA,33984,72.67,533.0,542.2150127869148,MEDIO,3,0.019605797798761048,0.0,0.980394202201239
LED-00837,Piso 2,Laboratorio,LED Industrial,Samsung,ALTA,31368,63.36,756.0,745.2263810084048,BAJO,3,0.0,0.0,1.0
LED-00838,Piso 2,Laboratorio,LED Industrial,LG,ALTA,26376,52.55,992.0,986.997461739007,BAJO,4,0.0,0.0,1.0
LED-00839,Piso 2,Laboratorio,LED Industrial,Samsung,ALTA,39888,72.53,629.0,646.8720358874025,MEDIO,3,0.0,0.0,1.0
LED-00842,Piso 2,Laboratorio,LED Industrial,Samsung,ALTA,41352,77.58,498.0,510.7649286963767,MEDIO,2,0.0,0.009878430010420285,0.9901215699895798
LED-00843,Piso 2,Laboratorio,LED Industrial,Genérico A,ALTA,24312,59.33,694.0,694.0854768447293,BAJO,4,0.009882720875684127,0.0,0.9901172791243158
LED-00844,Piso 2,Laboratorio,LED Industrial,LG,ALTA,40512,87.86,233.0,235.74719772621782,MEDIO,2,0.009656226126814363,0.01996321597477667,0.9703805578984089
LED-00845,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,22968,46.25,1112.0,1134.000681360008,BAJO,4,0.0,0.0,1.0
LED-00846,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,25488,65.79,552.0,552.4388003235653,BAJO,3,0.0,0.0,1.0
LED-00849,Piso 2,Laboratorio,LED Industrial,LG,ALTA,38496,75.12,531.0,557.0237560579063,MEDIO,3,0.0,0.0,1.0
LED-00850,Piso 2,Laboratorio,LED Industrial,Philips,ALTA,39480,86.73,252.0,253.05378599172116,MEDIO,2,0.009656226126814363,0.0,0.9903437738731856
LED-00854,Piso 2,Laboratorio,LED Industrial,Samsung,ALTA,31128,55.98,1020.0,1021.7419076626459,BAJO,4,0.0,0.0,1.0
LED-00855,Piso 2,Laboratorio,LED Industrial,Genérico A,ALTA,25272,65.34,559.0,569.2389287408538,BAJO,3,0.0,0.0,1.0
LED-00856,Piso 2,Laboratorio,LED Industrial,LG,ALTA,44664,82.48,395.0,396.33696609089304,MEDIO,2,0.0,0.02978117142515048,0.9702188285748495
LED-00857,Piso 2,Laboratorio,LED Industrial,Philips,ALTA,32064,65.62,700.0,700.2775691868902,BAJO,3,0.0,0.0,1.0
LED-00858,Piso 2,Laboratorio,LED Industrial,Philips,ALTA,31968,66.04,685.0,690.4701956530022,BAJO,3,0.0,0.009951014695591322,0.9900489853044087
LED-00860,Piso 2,Laboratorio,LED Industrial,Genérico B,ALTA,47496,108.82,-160.0,-175.63277624155734,MUY ALTO,1,0.9391630933784773,0.02926826297757158,0.03156864364395117
LED-00862,Piso 2,Laboratorio,LED Industrial,Samsung,ALTA,23952,54.41,836.0,842.5422600523025,BAJO,4,0.0,0.0,1.0
LED-00863,Piso 2,Laboratorio,LED Industrial,Genérico A,ALTA,31560,73.85,466.0,465.7551221371758,MEDIO,3,0.0,0.0,1.0
LED-00864,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,24504,42.57,1377.0,1360.1333331905842,BAJO,5,0.0,0.009376854599406528,0.9906231454005935
LED-00865,Piso 2,Laboratorio,LED Industrial,Genérico A,ALTA,38472,78.23,446.0,468.4641221452328,MEDIO,2,0.009656226126814363,0.009575757575757576,0.980768016297428
LED-00866,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,40248,86.73,256.0,254.4182097604598,MEDIO,2,0.009656226126814363,0.00931237721021611,0.9810313966629696
LED-00869,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,31344,68.98,587.0,585.9701112382415,BAJO,3,0.0,0.0,1.0
LED-00870,Piso 2,Laboratorio,LED Industrial,Samsung,ALTA,46608,80.53,469.0,484.22771368256946,MEDIO,2,0.0,0.019190807220636395,0.9808091927793636
LED-00871,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,47688,93.12,147.0,140.62228978394816,MUY ALTO,1,0.026360416314854477,0.06145382936230066,0.9121857543228448
LED-00872,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,26232,45.95,1286.0,1277.119727078909,BAJO,5,0.0,0.0,1.0
LED-00873,Piso 2,Laboratorio,LED Industrial,LG,ALTA,26040,59.8,729.0,732.0253455774123,BAJO,4,0.0,0.0,1.0
LED-00874,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,31032,69.81,559.0,574.8309260930837,BAJO,3,0.0,0.0,1.0
LED-00875,Piso 2,Laboratorio,LED Industrial,Samsung,ALTA,37944,83.77,306.0,300.7222966911303,MEDIO,2,0.009656226126814363,0.0,0.9903437738731856
LED-00876,Piso 2,Laboratorio,LED Industrial,Philips,ALTA,38280,75.5,518.0,526.506439892414,MEDIO,3,0.009656226126814363,0.0,0.9903437738731856
LED-00877,Piso 2,Laboratorio,LED Industrial,LG,ALTA,37224,84.46,285.0,293.2809579744716,MEDIO,2,0.009233016800584368,0.0,0.9907669831994156
LED-00878,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,43104,82.37,384.0,379.5538742673636,MEDIO,2,0.0,0.00931237721021611,0.990687622789784
LED-00879,Piso 2,Laboratorio,LED Industrial,Philips,ALTA,43992,69.11,819.0,820.8411452904123,BAJO,3,0.0,0.009854469854469854,0.9901455301455302
LED-00880,Piso 2,Laboratorio,LED Industrial,Osram,ALTA,24240,41.06,1450.0,1438.7679604900918,BAJO,5,0.0,0.0,1.0
LED-00881,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,19752,39.73,2497.0,2480.089085993939,BAJO,5,0.0,0.0,1.0
LED-00882,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,21768,55.56,1451.0,1449.0233193674437,BAJO,4,0.0,0.0,1.0
LED-00883,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,12492,24.81,3155.0,3118.579886496141,BAJO,5,0.0,0.0,1.0
LED-00884,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,26748,61.63,1388.0,1375.9666520065814,BAJO,4,0.0,0.0,1.0
LED-00885,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,23688,61.27,1248.0,1251.9450481797041,BAJO,4,0.0,0.0,1.0
LED-00886,Piso 2,Centro Consultas,LED Downlight,Genérico A,MEDIA,27780,68.42,1069.0,1047.3956157110508,BAJO,4,0.0,0.0,1.0
LED-00887,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,11844,26.78,2698.0,2648.015480499785,BAJO,5,0.0,0.0,1.0
LED-00888,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,26016,40.11,3237.0,3223.532702064518,BAJO,5,0.0,0.0,1.0
LED-00889,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,21852,54.19,1539.0,1533.9972106723483,BAJO,5,0.0,0.0,1.0
LED-00890,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,12732,28.18,2704.0,2691.6176311105764,BAJO,5,0.0,0.0,1.0
LED-00891,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,26940,66.65,1123.0,1154.0725911887623,BAJO,4,0.0,0.0,1.0
LED-00892,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,20496,40.91,2467.0,2432.34871348792,BAJO,5,0.0,0.0,1.0
LED-00893,Piso 2,Centro Consultas,LED Downlight,Genérico B,MEDIA,11880,34.18,1906.0,1899.0489039926156,BAJO,5,0.0,0.0,1.0
LED-00894,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,27768,71.62,917.0,929.3706811402432,MEDIO,4,0.0,0.0,1.0
LED-00895,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,20196,54.44,1408.0,1375.2250872545285,BAJO,5,0.0,0.0,1.0
LED-00896,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,12972,32.06,2290.0,2311.5142585191907,BAJO,5,0.0,0.0,1.0
LED-00897,Piso 2,Centro Consultas,LED Downlight,Samsung,MEDIA,24096,45.03,2451.0,2438.1181564630137,BAJO,5,0.0,0.0,1.0
LED-00898,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,18804,44.11,1986.0,1985.7725287416515,BAJO,5,0.0,0.0,1.0
LED-00899,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,17220,38.14,2328.0,2344.063042627591,BAJO,5,0.0,0.0,1.0
LED-00900,Piso 2,Centro Consultas,LED Downlight,Genérico B,MEDIA,11724,30.01,2278.0,2214.4500626103613,BAJO,5,0.0,0.0,1.0
LED-00901,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,23352,50.5,1908.0,1906.291496709928,BAJO,5,0.0,0.00931237721021611,0.990687622789784
LED-00902,Piso 2,Centro Consultas,LED Downlight,Samsung,MEDIA,24888,57.57,1528.0,1535.1893335434256,BAJO,4,0.0,0.0,1.0
LED-00903,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,17484,39.02,2277.0,2306.19130424316,BAJO,5,0.0,0.0,1.0
LED-00904,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,16356,32.37,2848.0,2786.6716762326305,BAJO,5,0.0,0.0,1.0
LED-00905,Piso 2,Centro Consultas,LED Downlight,Genérico B,MEDIA,18096,41.67,2111.0,2094.3486156857807,BAJO,5,0.0,0.0,1.0
LED-00906,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,23148,59.12,1334.0,1308.18478905112,BAJO,4,0.0,0.01,0.99
LED-00907,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,14412,29.8,2829.0,2809.4915340993366,BAJO,5,0.0,0.0,1.0
LED-00908,Piso 2,Centro Consultas,LED Downlight,Genérico A,MEDIA,22188,55.49,1483.0,1480.8031154884388,BAJO,4,0.0,0.0,1.0
LED-00909,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,28608,61.4,1499.0,1448.5156893913104,BAJO,4,0.0,0.0,1.0
LED-00910,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,13236,26.64,3038.0,3013.5689498520906,BAJO,5,0.0,0.0,1.0
LED-00911,Piso 2,Centro Consultas,LED Downlight,Genérico A,MEDIA,18936,46.87,1789.0,1859.0727748392076,BAJO,5,0.0,0.0,1.0
LED-00912,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,28524,58.07,1716.0,1710.0873813788944,BAJO,4,0.0,0.0,1.0
LED-00913,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,24408,61.45,1276.0,1285.3381436677664,BAJO,4,0.0,0.0,1.0
LED-00914,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,18456,36.34,2694.0,2724.785228569118,BAJO,5,0.0,0.0,1.0
LED-00915,Piso 2,Centro Consultas,LED Downlight,Genérico A,MEDIA,28572,70.47,998.0,1019.7779807812906,MEDIO,4,0.0,0.0,1.0
LED-00916,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,28296,66.18,1205.0,1227.081734364714,BAJO,4,0.0,0.0,1.0
LED-00917,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,19968,44.24,2097.0,2087.3626367048455,BAJO,5,0.0,0.0,1.0
LED-00918,Piso 2,Centro Consultas,LED Downlight,Samsung,MEDIA,14064,36.4,2048.0,2044.1879684595417,BAJO,5,0.0,0.0,1.0
LED-00919,Piso 2,Centro Consultas,LED Downlight,Genérico B,MEDIA,14496,38.39,1939.0,1958.939061791465,BAJO,5,0.0,0.0,1.0
LED-00920,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,23220,44.76,2388.0,2403.409203598548,BAJO,5,0.0,0.01,0.99
LED-00921,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,24696,48.33,2201.0,2250.040825410962,BAJO,5,0.0,0.0,1.0
LED-00922,Piso 2,Centro Consultas,LED Downlight,Samsung,MEDIA,22572,52.82,1680.0,1649.4460910169478,BAJO,5,0.0,0.0,1.0
LED-00923,Piso 2,Centro Consultas,LED Downlight,Genérico A,MEDIA,24636,61.59,1280.0,1285.8163491191463,BAJO,4,0.0,0.0,1.0
LED-00924,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,13200,23.71,3539.0,3508.068832769219,BAJO,5,0.0,0.0,1.0
LED-00925,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,20868,42.07,2395.0,2402.1040652788042,BAJO,5,0.0,0.0,1.0
LED-00926,Piso 2,Centro Consultas,LED Downlight,Genérico B,MEDIA,22848,53.86,1631.0,1606.799506610786,BAJO,5,0.0,0.0,1.0
LED-00927,Piso 2,Centro Consultas,LED Downlight,Samsung,MEDIA,21144,46.29,2044.0,2100.176435719422,BAJO,5,0.0,0.0,1.0
LED-00928,Piso 2,Centro Consultas,LED Downlight,Genérico A,MEDIA,12900,28.84,2653.0,2669.7829582616537,BAJO,5,0.0,0.0,1.0
LED-00929,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,18876,46.53,1808.0,1880.7085938737685,BAJO,5,0.0,0.0,1.0
LED-00930,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,22140,58.57,1305.0,1335.7459085208072,BAJO,4,0.0,0.0,1.0
LED-00931,Piso 2,Centro Consultas,LED Downlight,Samsung,MEDIA,23796,52.58,1788.0,1763.3744714458476,BAJO,5,0.0,0.0,1.0
LED-00932,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,24636,45.91,2418.0,2426.643425291911,BAJO,5,0.0,0.0,1.0
LED-00933,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,15552,33.73,2547.0,2590.8033514021504,BAJO,5,0.0,0.0,1.0
LED-00934,Piso 2,Centro Consultas,LED Downlight,Genérico A,MEDIA,14256,31.75,2554.0,2570.068656532233,BAJO,5,0.0,0.0,1.0
LED-00935,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,12444,29.74,2450.0,2433.0371493904163,BAJO,5,0.0,0.0,1.0
LED-00936,Piso 2,Centro Consultas,LED Downlight,Genérico A,MEDIA,23820,57.83,1448.0,1489.6293020380817,BAJO,4,0.0,0.0,1.0
LED-00937,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,15132,33.53,2500.0,2522.764862588886,BAJO,5,0.0,0.0,1.0
LED-00938,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,28512,68.32,1102.0,1076.7172308425156,BAJO,4,0.0,0.0,1.0
LED-00939,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,23832,57.64,1460.0,1485.81432954047,BAJO,4,0.0,0.0,1.0
LED-00940,Piso 2,Centro Consultas,LED Downlight,Genérico A,MEDIA,13020,29.04,2652.0,2681.2780154424427,BAJO,5,0.0,0.0,1.0
LED-00941,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,26688,58.76,1561.0,1560.7526502707337,BAJO,4,0.0,0.0,1.0
LED-00942,Piso 2,Centro Consultas,LED Downlight,Genérico B,MEDIA,17832,51.36,1408.0,1406.181810480229,BAJO,5,0.0,0.0,1.0
LED-00943,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,18528,44.25,1946.0,1921.140419897203,BAJO,5,0.0,0.0,1.0
LED-00944,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,13380,29.62,2649.0,2645.8926481527574,BAJO,5,0.0,0.0,1.0
LED-00945,Piso 2,Centro Consultas,LED Downlight,Samsung,MEDIA,15228,37.4,2124.0,2143.1474168283476,BAJO,5,0.0,0.0,1.0
LED-00946,Piso 2,Centro Consultas,LED Downlight,Samsung,MEDIA,25356,53.03,1872.0,1904.3511061350878,BAJO,5,0.0,0.0,1.0
LED-00947,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,27276,56.78,1730.0,1778.9628085856293,BAJO,4,0.0,0.0,1.0
LED-00948,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,25956,61.31,1365.0,1369.4917098466049,BAJO,4,0.0,0.0,1.0
LED-00949,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,24936,50.9,2004.0,1972.7977048535333,BAJO,5,0.0,0.0,1.0
LED-00950,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,11784,22.56,3371.0,3408.062463202823,BAJO,5,0.0,0.0,1.0
LED-00951,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,26844,60.53,1459.0,1435.3245775078265,BAJO,4,0.0,0.0,1.0
LED-00952,Piso 2,Centro Consultas,LED Downlight,Genérico A,MEDIA,17592,43.31,1919.0,1920.4369385752748,BAJO,5,0.0,0.0,1.0
LED-00953,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,25140,49.71,2119.0,2072.423335667691,BAJO,5,0.0,0.0,1.0
LED-00954,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,26784,54.72,1847.0,1836.4622721134392,BAJO,4,0.0,0.0,1.0
LED-00955,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,26496,54.81,1821.0,1814.5172828495997,BAJO,4,0.0,0.0,1.0
LED-00956,Piso 2,Centro Consultas,LED Downlight,Samsung,MEDIA,26856,46.94,2530.0,2497.063723916523,BAJO,5,0.0,0.0,1.0
LED-00957,Piso 2,Centro Consultas,LED Downlight,Genérico B,MEDIA,22956,56.5,1473.0,1488.6058949024991,BAJO,4,0.0,0.0,1.0
LED-00958,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,27912,44.21,2936.0,2747.5822889919273,BAJO,5,0.0,0.0,1.0
LED-00959,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,22224,54.07,1573.0,1569.8830835725344,BAJO,5,0.0,0.0,1.0
LED-00960,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,12552,27.1,2814.0,2802.365836757416,BAJO,5,0.0,0.0,1.0
LED-00961,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,21300,57.89,1291.0,1308.708101780491,BAJO,4,0.0,0.0,1.0
LED-00962,Piso 2,Centro Consultas,LED Downlight,Samsung,MEDIA,16092,28.89,3302.0,3241.902849748976,BAJO,5,0.0,0.0,1.0
LED-00963,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,14616,26.95,3301.0,3302.078373996917,BAJO,5,0.0,0.0,1.0
LED-00964,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,18924,43.0,2090.0,2110.510051746288,BAJO,5,0.0,0.0,1.0
LED-00965,Piso 2,Centro Consultas,LED Downlight,LG,MEDIA,19572,43.07,2155.0,2166.719462300981,BAJO,5,0.0,0.0,1.0
LED-00966,Piso 2,Centro Consultas,LED Downlight,Genérico B,MEDIA,14292,28.14,3042.0,2982.419223014411,BAJO,5,0.0,0.0,1.0
LED-00967,Piso 2,Centro Consultas,LED Downlight,Genérico A,MEDIA,23736,50.55,1935.0,1922.701552925954,BAJO,5,0.0,0.0,1.0
LED-00968,Piso 2,Centro Consultas,LED Downlight,Samsung,MEDIA,18924,36.0,2803.0,2836.8640431642507,BAJO,5,0.0,0.0,1.0
LED-00969,Piso 2,Centro Consultas,LED Downlight,Philips,MEDIA,14088,35.04,2177.0,2170.671918558345,BAJO,5,0.0,0.0,1.0
LED-00970,Piso 2,Centro Consultas,LED Downlight,Osram,MEDIA,17172,43.45,1862.0,1837.1688484679419,BAJO,5,0.0,0.0,1.0
LED-00971,Piso 2,Pasillos Principales,LED Tubo T8,Philips,ALTA,24648,55.77,815.0,821.4402169197733,BAJO,4,0.0,0.0,1.0
LED-00972,Piso 2,Pasillos Principales,LED Tubo T8,Osram,ALTA,41040,80.46,415.0,427.1174770035396,MEDIO,2,0.0,0.018797866080884948,0.981202133919115
LED-00974,Piso 2,Pasillos Principales,LED Tubo T8,Philips,ALTA,30024,73.44,452.0,449.433049307596,MEDIO,3,0.0,0.00931237721021611,0.990687622789784
LED-00975,Piso 2,Pasillos Principales,LED Tubo T8,Genérico A,ALTA,50568,137.36,-573.0,-575.0572708260199,MUY ALTO,1,0.9799784699296684,0.01971311475409836,0.0003084153162332024
LED-00976,Piso 2,Pasillos Principales,LED Tubo T8,LG,ALTA,31488,84.08,248.0,254.0054108764233,MEDIO,2,0.009601215343714394,0.019872209611039485,0.9705265750452461
LED-00979,Piso 2,Pasillos Principales,LED Tubo T8,Samsung,ALTA,37320,80.25,383.0,383.1933452201496,MEDIO,2,0.0,0.0,1.0
LED-00980,Piso 2,Pasillos Principales,LED Tubo T8,Samsung,ALTA,26592,54.78,914.0,936.7024310230463,BAJO,4,0.0,0.0,1.0
LED-00982,Piso 2,Pasillos Principales,LED Tubo T8,Samsung,ALTA,34008,88.68,181.0,184.8353021394057,MEDIO,2,0.017384466575241488,0.017513538375054295,0.9651019950497042
LED-00984,Piso 2,Pasillos Principales,LED Tubo T8,Philips,ALTA,36000,91.2,145.0,147.4025114187019,MUY ALTO,2,0.00692846795348655,0.042138342449603315,0.9509331895969101
LED-00986,Piso 2,Pasillos Principales,LED Tubo T8,LG,ALTA,36216,88.18,202.0,204.44270393520787,MEDIO,2,0.0,0.0,1.0
LED-00987,Piso 2,Pasillos Principales,LED Tubo T8,Samsung,ALTA,27456,80.41,279.0,282.5986069527057,MEDIO,2,0.0,0.00931237721021611,0.990687622789784
LED-00988,Piso 2,Pasillos Principales,LED Tubo T8,Osram,ALTA,35160,75.42,478.0,477.42865185027506,MEDIO,3,0.01,0.0,0.99
LED-00996,Piso 2,Pasillos Principales,LED Tubo T8,LG,ALTA,28008,65.94,603.0,610.7670592927142,BAJO,3,0.0,0.0,1.0
LED-00997,Piso 2,Pasillos Principales,LED Tubo T8,Philips,ALTA,26928,68.61,513.0,496.4383771601343,BAJO,3,0.0,0.0,1.0
LED-00998,Piso 2,Pasillos Principales,LED Tubo T8,Osram,ALTA,38832,78.31,448.0,462.3590323393181,MEDIO,2,0.0,0.008943396226415094,0.9910566037735848
LED-01000,Piso 2,Pasillos Principales,LED Tubo T8,Genérico A,ALTA,31944,73.94,469.0,462.6005028631474,MEDIO,3,0.009233016800584368,0.029381242125818753,0.9613857410735969
LED-01002,Piso 2,Pasillos Principales,LED Tubo T8,Samsung,ALTA,24384,67.36,492.0,487.6989305544498,BAJO,3,0.0,0.0,1.0
LED-01003,Piso 2,Pasillos Principales,LED Tubo T8,Philips,ALTA,38544,82.43,342.0,353.15736879941085,MEDIO,2,0.0,0.0,1.0
LED-01006,Piso 2,Pasillos Principales,LED Tubo T8,Genérico A,ALTA,29040,70.59,504.0,498.58370588255946,MEDIO,3,0.0,0.0,1.0
LED-01013,Piso 2,Pasillos Principales,LED Tubo T8,Osram,ALTA,22992,49.55,975.0,962.2354579294638,BAJO,4,0.0,0.0,1.0
LED-01019,Piso 2,Pasillos Principales,LED Tubo T8,Genérico A,ALTA,50592,117.54,-315.0,-297.81095876668803,MUY ALTO,1,0.9785843837042063,0.01,0.011415616295793634
LED-01020,Piso 2,Pasillos Principales,LED Tubo T8,Samsung,ALTA,24696,60.22,680.0,682.814626910942,BAJO,4,0.0,0.0,1.0
LED-01021,Piso 3,Salas Procedimientos,LED Downlight,Samsung,ALTA,15276,31.37,2785.0,2724.2513443324924,BAJO,5,0.0,0.01,0.99
LED-01022,Piso 3,Salas Procedimientos,LED Downlight,Samsung,ALTA,26316,52.47,1986.0,1993.1673955158528,BAJO,4,0.0,0.0,1.0
LED-01023,Piso 3,Salas Procedimientos,LED Downlight,Genérico A,ALTA,20424,54.71,1409.0,1373.275718056101,BAJO,4,0.0,0.0,1.0
LED-01024,Piso 3,Salas Procedimientos,LED Downlight,Philips,ALTA,27816,55.38,1867.0,1858.71709539442,BAJO,4,0.0,0.0,1.0
LED-01025,Piso 3,Salas Procedimientos,LED Downlight,Philips,ALTA,25152,55.29,1695.0,1688.2508862855286,BAJO,4,0.0,0.0,1.0
LED-01026,Piso 3,Salas Procedimientos,LED Downlight,Genérico B,ALTA,13788,47.19,1286.0,1303.207174219316,BAJO,4,0.0,0.05452002080017518,0.945479979199825
LED-01027,Piso 3,Salas Procedimientos,LED Downlight,Philips,ALTA,21924,58.18,1313.0,1336.5567940189344,BAJO,4,0.0,0.0,1.0
LED-01028,Piso 3,Salas Procedimientos,LED Downlight,Osram,ALTA,14808,35.88,2205.0,2209.692944175475,BAJO,5,0.0,0.0,1.0
LED-01029,Piso 3,Salas Procedimientos,LED Downlight,Osram,ALTA,16092,29.22,3249.0,3236.538541270464,BAJO,5,0.0,0.0,1.0
LED-01030,Piso 3,Salas Procedimientos,LED Downlight,Osram,ALTA,26112,61.6,1356.0,1353.0708932964344,BAJO,3,0.0,0.0,1.0
LED-01031,Piso 3,Salas Procedimientos,LED Downlight,Genérico B,ALTA,12612,33.34,2102.0,2186.093476701241,BAJO,5,0.0,0.0,1.0
LED-01032,Piso 3,Salas Procedimientos,LED Downlight,LG,ALTA,23832,45.73,2356.0,2368.4257619064647,BAJO,5,0.0,0.0,1.0
LED-01033,Piso 3,Salas Procedimientos,LED Downlight,Philips,ALTA,19068,38.72,2514.0,2508.798497585637,BAJO,5,0.0,0.0,1.0
LED-01034,Piso 3,Salas Procedimientos,LED Downlight,Genérico B,ALTA,22836,68.87,860.0,872.5209180589185,BAJO,3,0.0,0.0,1.0
LED-01035,Piso 3,Salas Procedimientos,LED Downlight,Samsung,ALTA,18792,43.96,1996.0,1996.94267540473,BAJO,5,0.0,0.0,1.0
LED-01036,Piso 3,Salas Procedimientos,LED Downlight,Genérico B,ALTA,22380,66.07,958.0,964.0432564070109,BAJO,3,0.0,0.0,1.0
LED-01037,Piso 3,Salas Procedimientos,LED Downlight,Genérico B,ALTA,19500,47.38,1804.0,1819.7994348340035,BAJO,4,0.0,0.0,1.0
LED-01038,Piso 3,Salas Procedimientos,LED Downlight,Samsung,ALTA,27696,63.4,1332.0,1345.679458361966,BAJO,3,0.0,0.0,1.0
LED-01039,Piso 3,Salas Procedimientos,LED Downlight,Genérico A,ALTA,27816,71.6,919.0,927.6500120120156,MEDIO,3,0.0,0.0,1.0
