id_producto,id_luminaria,tipo_led,marca,potencia_watts,vida_util_nominal,horas_operacion_dia
496,LED-00496,LED Emergencia,Genérico A,8,55000,24
497,LED-00497,LED Emergencia,Genérico B,8,55000,24
498,LED-00498,LED Emergencia,LG,8,55000,24
499,LED-00499,LED Emergencia,Genérico A,8,55000,24
500,LED-00500,LED Emergencia,LG,8,55000,24
501,LED-00501,LED Emergencia,LG,8,55000,24
502,LED-00502,LED Emergencia,Genérico B,8,55000,24
503,LED-00503,LED Emergencia,Osram,8,55000,24
504,LED-00504,LED Emergencia,Genérico A,8,55000,24
505,LED-00505,LED Emergencia,Genérico A,8,55000,24
506,LED-00506,LED Emergencia,Philips,8,55000,24
507,LED-00507,LED Emergencia,Genérico B,8,55000,24
508,LED-00508,LED Emergencia,Osram,8,55000,24
509,LED-00509,LED Emergencia,Osram,8,55000,24
510,LED-00510,LED Emergencia,Osram,8,55000,24
511,LED-00511,LED Emergencia,Samsung,8,55000,24
512,LED-00512,LED Emergencia,LG,8,55000,24
513,LED-00513,LED Emergencia,Philips,8,55000,24
514,LED-00514,LED Emergencia,LG,8,55000,24
515,LED-00515,LED Emergencia,LG,8,55000,24
516,LED-00516,LED Emergencia,Samsung,8,55000,24
517,LED-00517,LED Emergencia,Philips,8,55000,24
518,LED-00518,LED Emergencia,LG,8,55000,24
519,LED-00519,LED Emergencia,Osram,8,55000,24
520,LED-00520,LED Emergencia,Genérico A,8,55000,24
521,LED-00521,LED Emergencia,Genérico B,8,55000,24
522,LED-00522,LED Emergencia,Samsung,8,55000,24
523,LED-00523,LED Emergencia,Osram,8,55000,24
524,LED-00524,LED Emergencia,Genérico B,8,55000,24
525,LED-00525,LED Emergencia,LG,8,55000,24
526,LED-00526,LED Emergencia,LG,8,55000,24
527,LED-00527,LED Emergencia,Genérico A,8,55000,24
528,LED-00528,LED Emergencia,Genérico B,8,55000,24
529,LED-00529,LED Emergencia,Philips,8,55000,24
530,LED-00530,LED Emergencia,Samsung,8,55000,24
531,LED-00531,LED Emergencia,Osram,8,55000,24
532,LED-00532,LED Emergencia,Osram,8,55000,24
533,LED-00533,LED Emergencia,Osram,8,55000,24
534,LED-00534,LED Emergencia,Samsung,8,55000,24
535,LED-00535,LED Emergencia,Genérico A,8,55000,24
536,LED-00536,LED Emergencia,Genérico B,8,55000,24
537,LED-00537,LED Emergencia,Genérico A,8,55000,24
538,LED-00538,LED Emergencia,Genérico A,8,55000,24
539,LED-00539,LED Emergencia,LG,8,55000,24
540,LED-00540,LED Emergencia,Philips,8,55000,24
541,LED-00541,LED Emergencia,LG,8,55000,24
542,LED-00542,LED Emergencia,Genérico A,8,55000,24
543,LED-00543,LED Emergencia,LG,8,55000,24
544,LED-00544,LED Emergencia,LG,8,55000,24
545,LED-00545,LED Emergencia,LG,8,55000,24
546,LED-00546,LED Emergencia,Genérico A,8,55000,24
547,LED-00547,LED Emergencia,Samsung,8,55000,24
548,LED-00548,LED Emergencia,Philips,8,55000,24
549,LED-00549,LED Emergencia,Osram,8,55000,24
550,LED-00550,LED Emergencia,Philips,8,55000,24
551,LED-00551,LED Emergencia,Genérico A,8,55000,24
552,LED-00552,LED Emergencia,Samsung,8,55000,24
553,LED-00553,LED Emergencia,Genérico A,8,55000,24
554,LED-00554,LED Emergencia,Genérico B,8,55000,24
555,LED-00555,LED Emergencia,Genérico B,8,55000,24
556,LED-00556,LED Emergencia,LG,8,55000,24
557,LED-00557,LED Emergencia,Genérico A,8,55000,24
558,LED-00558,LED Emergencia,Genérico B,8,55000,24
559,LED-00559,LED Emergencia,Genérico A,8,55000,24
560,LED-00560,LED Emergencia,Genérico A,8,55000,24
561,LED-00561,LED Emergencia,Genérico B,8,55000,24
562,LED-00562,LED Emergencia,Osram,8,55000,24
563,LED-00563,LED Emergencia,Philips,8,55000,24
564,LED-00564,LED Emergencia,Philips,8,55000,24
565,LED-00565,LED Emergencia,LG,8,55000,24
566,LED-00566,LED Emergencia,Osram,8,55000,24
567,LED-00567,LED Emergencia,Genérico A,8,55000,24
568,LED-00568,LED Emergencia,Philips,8,55000,24
569,LED-00569,LED Emergencia,Samsung,8,55000,24
570,LED-00570,LED Emergencia,Genérico A,8,55000,24
571,LED-00571,LED Emergencia,Osram,8,55000,24
572,LED-00572,LED Emergencia,Philips,8,55000,24
573,LED-00573,LED Emergencia,LG,8,55000,24
574,LED-00574,LED Emergencia,Genérico B,8,55000,24
575,LED-00575,LED Emergencia,LG,8,55000,24
576,LED-00576,LED Emergencia,Philips,8,55000,24
577,LED-00577,LED Emergencia,Osram,8,55000,24
578,LED-00578,LED Emergencia,Philips,8,55000,24
579,LED-00579,LED Emergencia,Genérico A,8,55000,24
580,LED-00580,LED Emergencia,Osram,8,55000,24
581,LED-00581,LED Emergencia,LG,8,55000,24
582,LED-00582,LED Emergencia,Genérico B,8,55000,24
583,LED-00583,LED Emergencia,Samsung,8,55000,24
584,LED-00584,LED Emergencia,Genérico A,8,55000,24
585,LED-00585,LED Emergencia,Philips,8,55000,24
586,LED-00586,LED Emergencia,LG,8,55000,24
587,LED-00587,LED Emergencia,Philips,8,55000,24
588,LED-00588,LED Emergencia,Philips,8,55000,24
589,LED-00589,LED Emergencia,Genérico B,8,55000,24
590,LED-00590,LED Emergencia,Philips,8,55000,24
591,LED-00591,LED Emergencia,Osram,8,55000,24
592,LED-00592,LED Emergencia,Osram,8,55000,24
593,LED-00593,LED Emergencia,Osram,8,55000,24
594,LED-00594,LED Emergencia,Genérico B,8,55000,24
595,LED-00595,LED Emergencia,Philips,8,55000,24
596,LED-00596,LED Emergencia,LG,8,55000,24
597,LED-00597,LED Emergencia,Genérico B,8,55000,24
598,LED-00598,LED Emergencia,Genérico A,8,55000,24
599,LED-00599,LED Emergencia,Genérico B,8,55000,24
600,LED-00600,LED Emergencia,Philips,8,55000,24
601,LED-00601,LED Emergencia,Philips,8,55000,24
602,LED-00602,LED Emergencia,Genérico A,8,55000,24
603,LED-00603,LED Emergencia,Osram,8,55000,24
604,LED-00604,LED Emergencia,Genérico A,8,55000,24
605,LED-00605,LED Emergencia,Philips,8,55000,24
606,LED-00606,LED Emergencia,Genérico B,8,55000,24
607,LED-00607,LED Emergencia,Osram,8,55000,24
608,LED-00608,LED Emergencia,Philips,8,55000,24
609,LED-00609,LED Emergencia,Philips,8,55000,24
610,LED-00610,LED Emergencia,Genérico A,8,55000,24
611,LED-00611,LED Downlight,Samsung,12,45000,24
612,LED-00612,LED Downlight,Philips,12,45000,24
613,LED-00613,LED Downlight,Philips,12,45000,24
614,LED-00614,LED Downlight,Samsung,12,45000,24
615,LED-00615,LED Downlight,Samsung,12,45000,24
616,LED-00616,LED Downlight,Samsung,12,45000,24
617,LED-00617,LED Downlight,Samsung,12,45000,24
618,LED-00618,LED Downlight,Genérico B,12,45000,24
619,LED-00619,LED Downlight,LG,12,45000,24
620,LED-00620,LED Downlight,Samsung,12,45000,24
621,LED-00621,LED Downlight,LG,12,45000,24
622,LED-00622,LED Downlight,Philips,12,45000,24
623,LED-00623,LED Downlight,Genérico A,12,45000,24
624,LED-00624,LED Downlight,LG,12,45000,24
625,LED-00625,LED Downlight,LG,12,45000,24
626,LED-00626,LED Downlight,Philips,12,45000,24
627,LED-00627,LED Downlight,Osram,12,45000,24
628,LED-00628,LED Downlight,Philips,12,45000,24
629,LED-00629,LED Downlight,LG,12,45000,24
630,LED-00630,LED Downlight,Samsung,12,45000,24
631,LED-00631,LED Downlight,Osram,12,45000,24
632,LED-00632,LED Downlight,Samsung,12,45000,24
633,LED-00633,LED Downlight,Samsung,12,45000,24
634,LED-00634,LED Downlight,Philips,12,45000,24
635,LED-00635,LED Downlight,Philips,12,45000,24
636,LED-00636,LED Downlight,LG,12,45000,24
637,LED-00637,LED Downlight,LG,12,45000,24
638,LED-00638,LED Downlight,Osram,12,45000,24
639,LED-00639,LED Downlight,Osram,12,45000,24
640,LED-00640,LED Downlight,Osram,12,45000,24
641,LED-00641,LED Downlight,Osram,12,45000,24
642,LED-00642,LED Downlight,LG,12,45000,24
643,LED-00643,LED Downlight,Genérico B,12,45000,24
644,LED-00644,LED Downlight,Genérico B,12,45000,24
645,LED-00645,LED Downlight,Philips,12,45000,24
646,LED-00646,LED Downlight,Philips,12,45000,24
647,LED-00647,LED Downlight,LG,12,45000,24
648,LED-00648,LED Downlight,Genérico A,12,45000,24
649,LED-00649,LED Downlight,Philips,12,45000,24
650,LED-00650,LED Downlight,Samsung,12,45000,24
651,LED-00651,LED Downlight,Philips,12,45000,24
652,LED-00652,LED Downlight,Genérico A,12,45000,24
653,LED-00653,LED Downlight,Genérico A,12,45000,24
654,LED-00654,LED Downlight,Genérico B,12,45000,24
655,LED-00655,LED Downlight,Osram,12,45000,24
656,LED-00656,LED Downlight,Samsung,12,45000,24
657,LED-00657,LED Downlight,Philips,12,45000,24
658,LED-00658,LED Downlight,Philips,12,45000,24
659,LED-00659,LED Downlight,Osram,12,45000,24
660,LED-00660,LED Downlight,Osram,12,45000,24
661,LED-00661,LED Downlight,Samsung,12,45000,24
662,LED-00662,LED Downlight,Genérico A,12,45000,24
663,LED-00663,LED Downlight,LG,12,45000,24
664,LED-00664,LED Downlight,Samsung,12,45000,24
665,LED-00665,LED Downlight,Genérico B,12,45000,24
666,LED-00666,LED Downlight,Osram,12,45000,24
667,LED-00667,LED Downlight,Osram,12,45000,24
668,LED-00668,LED Downlight,Genérico B,12,45000,24
669,LED-00669,LED Downlight,Philips,12,45000,24
670,LED-00670,LED Downlight,Samsung,12,45000,24
671,LED-00671,LED Downlight,Philips,12,45000,24
672,LED-00672,LED Downlight,Genérico B,12,45000,24
673,LED-00673,LED Downlight,LG,12,45000,24
674,LED-00674,LED Downlight,Osram,12,45000,24
675,LED-00675,LED Downlight,Osram,12,45000,24
676,LED-00676,LED Downlight,Osram,12,45000,24
677,LED-00677,LED Downlight,Genérico A,12,45000,24
678,LED-00678,LED Downlight,Samsung,12,45000,24
679,LED-00679,LED Downlight,Philips,12,45000,24
680,LED-00680,LED Downlight,Philips,12,45000,24
681,LED-00681,LED Downlight,Osram,12,45000,24
682,LED-00682,LED Downlight,Osram,12,45000,24
683,LED-00683,LED Downlight,Osram,12,45000,24
684,LED-00684,LED Downlight,Philips,12,45000,24
685,LED-00685,LED Downlight,Philips,12,45000,24
686,LED-00686,LED Downlight,Philips,12,45000,24
687,LED-00687,LED Downlight,LG,12,45000,24
688,LED-00688,LED Downlight,Samsung,12,45000,24
689,LED-00689,LED Downlight,Philips,12,45000,24
690,LED-00690,LED Downlight,Genérico B,12,45000,24
691,LED-00691,LED Downlight,Philips,12,45000,16
692,LED-00692,LED Downlight,Genérico B,12,45000,16
693,LED-00693,LED Downlight,Genérico A,12,45000,16
694,LED-00694,LED Downlight,Osram,12,45000,16
695,LED-00695,LED Downlight,Samsung,12,45000,16
696,LED-00696,LED Downlight,Philips,12,45000,16
697,LED-00697,LED Downlight,Samsung,12,45000,16
698,LED-00698,LED Downlight,Samsung,12,45000,16
699,LED-00699,LED Downlight,Genérico A,12,45000,16
700,LED-00700,LED Downlight,Osram,12,45000,16
701,LED-00701,LED Downlight,Osram,12,45000,16
702,LED-00702,LED Downlight,Genérico B,12,45000,16
703,LED-00703,LED Downlight,Samsung,12,45000,16
704,LED-00704,LED Downlight,Osram,12,45000,16
705,LED-00705,LED Downlight,Osram,12,45000,16
706,LED-00706,LED Downlight,Osram,12,45000,16
707,LED-00707,LED Downlight,Philips,12,45000,16
708,LED-00708,LED Downlight,Samsung,12,45000,16
709,LED-00709,LED Downlight,Genérico B,12,45000,16
710,LED-00710,LED Downlight,Osram,12,45000,16
711,LED-00711,LED Downlight,Philips,12,45000,16
712,LED-00712,LED Downlight,Osram,12,45000,16
713,LED-00713,LED Downlight,Osram,12,45000,16
714,LED-00714,LED Downlight,LG,12,45000,16
715,LED-00715,LED Downlight,Osram,12,45000,16
716,LED-00716,LED Downlight,Philips,12,45000,16
717,LED-00717,LED Downlight,Philips,12,45000,16
718,LED-00718,LED Downlight,Philips,12,45000,16
719,LED-00719,LED Downlight,Osram,12,45000,16
720,LED-00720,LED Downlight,Genérico A,12,45000,16
721,LED-00721,LED Downlight,Philips,12,45000,16
722,LED-00722,LED Downlight,Philips,12,45000,16
723,LED-00723,LED Downlight,Philips,12,45000,16
724,LED-00724,LED Downlight,Philips,12,45000,16
725,LED-00725,LED Downlight,Samsung,12,45000,16
726,LED-00726,LED Downlight,Genérico A,12,45000,16
727,LED-00727,LED Downlight,LG,12,45000,16
728,LED-00728,LED Downlight,LG,12,45000,16
729,LED-00729,LED Downlight,Osram,12,45000,16
730,LED-00730,LED Downlight,Osram,12,45000,16
731,LED-00731,LED Industrial,Philips,60,50000,16
732,LED-00732,LED Industrial,LG,60,50000,16
733,LED-00733,LED Industrial,Samsung,60,50000,16
734,LED-00734,LED Industrial,Samsung,60,50000,16
735,LED-00735,LED Industrial,Samsung,60,50000,16
736,LED-00736,LED Industrial,Philips,60,50000,16
737,LED-00737,LED Industrial,Philips,60,50000,16
738,LED-00738,LED Industrial,LG,60,50000,16
739,LED-00739,LED Industrial,Osram,60,50000,16
740,LED-00740,LED Industrial,Samsung,60,50000,16
741,LED-00741,LED Industrial,Osram,60,50000,16
742,LED-00742,LED Industrial,LG,60,50000,16
743,LED-00743,LED Industrial,LG,60,50000,16
744,LED-00744,LED Industrial,Philips,60,50000,16
745,LED-00745,LED Industrial,Samsung,60,50000,16
746,LED-00746,LED Industrial,Genérico B,60,50000,16
747,LED-00747,LED Industrial,Samsung,60,50000,16
748,LED-00748,LED Industrial,Philips,60,50000,16
749,LED-00749,LED Industrial,Osram,60,50000,16
750,LED-00750,LED Industrial,Samsung,60,50000,16
751,LED-00751,LED Industrial,Philips,60,50000,16
752,LED-00752,LED Industrial,Genérico B,60,50000,16
753,LED-00753,LED Industrial,Osram,60,50000,16
754,LED-00754,LED Industrial,LG,60,50000,16
755,LED-00755,LED Industrial,Genérico A,60,50000,16
756,LED-00756,LED Industrial,Osram,60,50000,16
757,LED-00757,LED Industrial,Philips,60,50000,16
758,LED-00758,LED Industrial,Osram,60,50000,16
759,LED-00759,LED Industrial,LG,60,50000,16
760,LED-00760,LED Industrial,Genérico B,60,50000,16
761,LED-00761,LED Industrial,Genérico A,60,50000,16
762,LED-00762,LED Industrial,Philips,60,50000,16
763,LED-00763,LED Industrial,Philips,60,50000,16
764,LED-00764,LED Industrial,Osram,60,50000,16
765,LED-00765,LED Industrial,LG,60,50000,16
766,LED-00766,LED Industrial,Philips,60,50000,16
767,LED-00767,LED Industrial,Genérico B,60,50000,16
768,LED-00768,LED Industrial,Samsung,60,50000,16
769,LED-00769,LED Industrial,Genérico A,60,50000,16
770,LED-00770,LED Industrial,LG,60,50000,16
771,LED-00771,LED Industrial,Genérico B,60,50000,16
772,LED-00772,LED Industrial,LG,60,50000,16
773,LED-00773,LED Industrial,Samsung,60,50000,16
774,LED-00774,LED Industrial,Osram,60,50000,16
775,LED-00775,LED Industrial,Genérico B,60,50000,16
776,LED-00776,LED Industrial,Genérico B,60,50000,16
777,LED-00777,LED Industrial,Philips,60,50000,16
778,LED-00778,LED Industrial,Philips,60,50000,16
779,LED-00779,LED Industrial,Genérico A,60,50000,16
780,LED-00780,LED Industrial,Samsung,60,50000,16
781,LED-00781,LED Industrial,Genérico A,60,50000,16
782,LED-00782,LED Industrial,Philips,60,50000,16
783,LED-00783,LED Industrial,Genérico A,60,50000,16
784,LED-00784,LED Industrial,Philips,60,50000,16
785,LED-00785,LED Industrial,Philips,60,50000,16
786,LED-00786,LED Industrial,Genérico A,60,50000,16
787,LED-00787,LED Industrial,Genérico A,60,50000,16
788,LED-00788,LED Industrial,LG,60,50000,16
789,LED-00789,LED Industrial,Osram,60,50000,16
790,LED-00790,LED Industrial,LG,60,50000,16
791,LED-00791,LED Industrial,LG,60,50000,16
792,LED-00792,LED Industrial,Philips,60,50000,16
793,LED-00793,LED Industrial,Osram,60,50000,16
794,LED-00794,LED Industrial,Genérico B,60,50000,16
795,LED-00795,LED Industrial,Osram,60,50000,16
796,LED-00796,LED Industrial,Genérico B,60,50000,16
797,LED-00797,LED Industrial,Genérico A,60,50000,16
798,LED-00798,LED Industrial,Samsung,60,50000,16
799,LED-00799,LED Industrial,Genérico B,60,50000,16
800,LED-00800,LED Industrial,Genérico A,60,50000,16
801,LED-00801,LED Industrial,Genérico A,60,50000,24
802,LED-00802,LED Industrial,LG,60,50000,24
803,LED-00803,LED Industrial,Samsung,60,50000,24
804,LED-00804,LED Industrial,LG,60,50000,24
805,LED-00805,LED Industrial,Genérico A,60,50000,24
806,LED-00806,LED Industrial,Philips,60,50000,24
807,LED-00807,LED Industrial,Osram,60,50000,24
808,LED-00808,LED Industrial,Philips,60,50000,24
809,LED-00809,LED Industrial,Philips,60,50000,24
810,LED-00810,LED Industrial,Genérico A,60,50000,24
811,LED-00811,LED Industrial,Genérico B,60,50000,24
812,LED-00812,LED Industrial,Philips,60,50000,24
813,LED-00813,LED Industrial,Osram,60,50000,24
814,LED-00814,LED Industrial,Genérico B,60,50000,24
815,LED-00815,LED Industrial,Philips,60,50000,24
816,LED-00816,LED Industrial,Genérico B,60,50000,24
817,LED-00817,LED Industrial,Osram,60,50000,24
818,LED-00818,LED Industrial,Philips,60,50000,24
819,LED-00819,LED Industrial,Genérico B,60,50000,24
820,LED-00820,LED Industrial,LG,60,50000,24
821,LED-00821,LED Industrial,Genérico A,60,50000,24
822,LED-00822,LED Industrial,Osram,60,50000,24
823,LED-00823,LED Industrial,Genérico B,60,50000,24
824,LED-00824,LED Industrial,Osram,60,50000,24
825,LED-00825,LED Industrial,Samsung,60,50000,24
826,LED-00826,LED Industrial,Samsung,60,50000,24
827,LED-00827,LED Industrial,Genérico A,60,50000,24
828,LED-00828,LED Industrial,Osram,60,50000,24
829,LED-00829,LED Industrial,Philips,60,50000,24
830,LED-00830,LED Industrial,Genérico A,60,50000,24
831,LED-00831,LED Industrial,Philips,60,50000,24
832,LED-00832,LED Industrial,Samsung,60,50000,24
833,LED-00833,LED Industrial,LG,60,50000,24
834,LED-00834,LED Industrial,Philips,60,50000,24
835,LED-00835,LED Industrial,Osram,60,50000,24
836,LED-00836,LED Industrial,LG,60,50000,24
837,LED-00837,LED Industrial,Samsung,60,50000,24
838,LED-00838,LED Industrial,LG,60,50000,24
839,LED-00839,LED Industrial,Samsung,60,50000,24
840,LED-00840,LED Industrial,Philips,60,50000,24
841,LED-00841,LED Industrial,Samsung,60,50000,24
842,LED-00842,LED Industrial,Samsung,60,50000,24
843,LED-00843,LED Industrial,Genérico A,60,50000,24
844,LED-00844,LED Industrial,LG,60,50000,24
845,LED-00845,LED Industrial,Osram,60,50000,24
846,LED-00846,LED Industrial,Osram,60,50000,24
847,LED-00847,LED Industrial,Osram,60,50000,24
848,LED-00848,LED Industrial,LG,60,50000,24
849,LED-00849,LED Industrial,LG,60,50000,24
850,LED-00850,LED Industrial,Philips,60,50000,24
851,LED-00851,LED Industrial,Samsung,60,50000,24
852,LED-00852,LED Industrial,Philips,60,50000,24
853,LED-00853,LED Industrial,Samsung,60,50000,24
854,LED-00854,LED Industrial,Samsung,60,50000,24
855,LED-00855,LED Industrial,Genérico A,60,50000,24
856,LED-00856,LED Industrial,LG,60,50000,24
857,LED-00857,LED Industrial,Philips,60,50000,24
858,LED-00858,LED Industrial,Philips,60,50000,24
859,LED-00859,LED Industrial,Genérico A,60,50000,24
860,LED-00860,LED Industrial,Genérico B,60,50000,24
861,LED-00861,LED Industrial,Osram,60,50000,24
862,LED-00862,LED Industrial,Samsung,60,50000,24
863,LED-00863,LED Industrial,Genérico A,60,50000,24
864,LED-00864,LED Industrial,Osram,60,50000,24
865,LED-00865,LED Industrial,Genérico A,60,50000,24
866,LED-00866,LED Industrial,Osram,60,50000,24
867,LED-00867,LED Industrial,Osram,60,50000,24
868,LED-00868,LED Industrial,LG,60,50000,24
869,LED-00869,LED Industrial,Osram,60,50000,24
870,LED-00870,LED Industrial,Samsung,60,50000,24
871,LED-00871,LED Industrial,Osram,60,50000,24
872,LED-00872,LED Industrial,Osram,60,50000,24
873,LED-00873,LED Industrial,LG,60,50000,24
874,LED-00874,LED Industrial,Osram,60,50000,24
875,LED-00875,LED Industrial,Samsung,60,50000,24
876,LED-00876,LED Industrial,Philips,60,50000,24
877,LED-00877,LED Industrial,LG,60,50000,24
878,LED-00878,LED Industrial,Osram,60,50000,24
879,LED-00879,LED Industrial,Philips,60,50000,24
880,LED-00880,LED Industrial,Osram,60,50000,24
881,LED-00881,LED Downlight,LG,12,45000,12
882,LED-00882,LED Downlight,LG,12,45000,12
883,LED-00883,LED Downlight,Osram,12,45000,12
884,LED-00884,LED Downlight,Philips,12,45000,12
885,LED-00885,LED Downlight,Osram,12,45000,12
886,LED-00886,LED Downlight,Genérico A,12,45000,12
887,LED-00887,LED Downlight,Philips,12,45000,12
888,LED-00888,LED Downlight,Philips,12,45000,12
889,LED-00889,LED Downlight,LG,12,45000,12
890,LED-00890,LED Downlight,Philips,12,45000,12
891,LED-00891,LED Downlight,Philips,12,45000,12
892,LED-00892,LED Downlight,Osram,12,45000,12
893,LED-00893,LED Downlight,Genérico B,12,45000,12
894,LED-00894,LED Downlight,LG,12,45000,12
895,LED-00895,LED Downlight,Osram,12,45000,12
896,LED-00896,LED Downlight,Osram,12,45000,12
897,LED-00897,LED Downlight,Samsung,12,45000,12
898,LED-00898,LED Downlight,Osram,12,45000,12
899,LED-00899,LED Downlight,LG,12,45000,12
900,LED-00900,LED Downlight,Genérico B,12,45000,12
901,LED-00901,LED Downlight,LG,12,45000,12
902,LED-00902,LED Downlight,Samsung,12,45000,12
903,LED-00903,LED Downlight,Philips,12,45000,12
904,LED-00904,LED Downlight,LG,12,45000,12
905,LED-00905,LED Downlight,Genérico B,12,45000,12
906,LED-00906,LED Downlight,LG,12,45000,12
907,LED-00907,LED Downlight,Philips,12,45000,12
908,LED-00908,LED Downlight,Genérico A,12,45000,12
909,LED-00909,LED Downlight,Philips,12,45000,12
910,LED-00910,LED Downlight,Osram,12,45000,12
911,LED-00911,LED Downlight,Genérico A,12,45000,12
912,LED-00912,LED Downlight,LG,12,45000,12
913,LED-00913,LED Downlight,Philips,12,45000,12
914,LED-00914,LED Downlight,Osram,12,45000,12
915,LED-00915,LED Downlight,Genérico A,12,45000,12
916,LED-00916,LED Downlight,LG,12,45000,12
917,LED-00917,LED Downlight,LG,12,45000,12
918,LED-00918,LED Downlight,Samsung,12,45000,12
919,LED-00919,LED Downlight,Genérico B,12,45000,12
920,LED-00920,LED Downlight,Philips,12,45000,12
921,LED-00921,LED Downlight,Philips,12,45000,12
922,LED-00922,LED Downlight,Samsung,12,45000,12
923,LED-00923,LED Downlight,Genérico A,12,45000,12
924,LED-00924,LED Downlight,Philips,12,45000,12
925,LED-00925,LED Downlight,Philips,12,45000,12
926,LED-00926,LED Downlight,Genérico B,12,45000,12
927,LED-00927,LED Downlight,Samsung,12,45000,12
928,LED-00928,LED Downlight,Genérico A,12,45000,12
929,LED-00929,LED Downlight,Philips,12,45000,12
930,LED-00930,LED Downlight,LG,12,45000,12
931,LED-00931,LED Downlight,Samsung,12,45000,12
932,LED-00932,LED Downlight,Osram,12,45000,12
933,LED-00933,LED Downlight,LG,12,45000,12
934,LED-00934,LED Downlight,Genérico A,12,45000,12
935,LED-00935,LED Downlight,Osram,12,45000,12
936,LED-00936,LED Downlight,Genérico A,12,45000,12
937,LED-00937,LED Downlight,Philips,12,45000,12
938,LED-00938,LED Downlight,Philips,12,45000,12
939,LED-00939,LED Downlight,Philips,12,45000,12
940,LED-00940,LED Downlight,Genérico A,12,45000,12
941,LED-00941,LED Downlight,Osram,12,45000,12
942,LED-00942,LED Downlight,Genérico B,12,45000,12
943,LED-00943,LED Downlight,Philips,12,45000,12
944,LED-00944,LED Downlight,LG,12,45000,12
945,LED-00945,LED Downlight,Samsung,12,45000,12
946,LED-00946,LED Downlight,Samsung,12,45000,12
947,LED-00947,LED Downlight,Philips,12,45000,12
948,LED-00948,LED Downlight,LG,12,45000,12
949,LED-00949,LED Downlight,Osram,12,45000,12
950,LED-00950,LED Downlight,Philips,12,45000,12
951,LED-00951,LED Downlight,Philips,12,45000,12
952,LED-00952,LED Downlight,Genérico A,12,45000,12
953,LED-00953,LED Downlight,LG,12,45000,12
954,LED-00954,LED Downlight,Osram,12,45000,12
955,LED-00955,LED Downlight,Philips,12,45000,12
956,LED-00956,LED Downlight,Samsung,12,45000,12
957,LED-00957,LED Downlight,Genérico B,12,45000,12
958,LED-00958,LED Downlight,Philips,12,45000,12
959,LED-00959,LED Downlight,Osram,12,45000,12
960,LED-00960,LED Downlight,Philips,12,45000,12
961,LED-00961,LED Downlight,Philips,12,45000,12
962,LED-00962,LED Downlight,Samsung,12,45000,12
963,LED-00963,LED Downlight,Osram,12,45000,12
964,LED-00964,LED Downlight,Osram,12,45000,12
965,LED-00965,LED Downlight,LG,12,45000,12
966,LED-00966,LED Downlight,Genérico B,12,45000,12
967,LED-00967,LED Downlight,Genérico A,12,45000,12
968,LED-00968,LED Downlight,Samsung,12,45000,12
969,LED-00969,LED Downlight,Philips,12,45000,12
970,LED-00970,LED Downlight,Osram,12,45000,12
971,LED-00971,LED Tubo T8,Philips,18,40000,24
972,LED-00972,LED Tubo T8,Osram,18,40000,24
973,LED-00973,LED Tubo T8,Genérico A,18,40000,24
974,LED-00974,LED Tubo T8,Philips,18,40000,24
975,LED-00975,LED Tubo T8,Genérico A,18,40000,24
976,LED-00976,LED Tubo T8,LG,18,40000,24
977,LED-00977,LED Tubo T8,Genérico A,18,40000,24
978,LED-00978,LED Tubo T8,Genérico B,18,40000,24
979,LED-00979,LED Tubo T8,Samsung,18,40000,24
980,LED-00980,LED Tubo T8,Samsung,18,40000,24
981,LED-00981,LED Tubo T8,Genérico B,18,40000,24
982,LED-00982,LED Tubo T8,Samsung,18,40000,24
983,LED-00983,LED Tubo T8,Philips,18,40000,24
984,LED-00984,LED Tubo T8,Philips,18,40000,24
985,LED-00985,LED Tubo T8,Samsung,18,40000,24
986,LED-00986,LED Tubo T8,LG,18,40000,24
987,LED-00987,LED Tubo T8,Samsung,18,40000,24
988,LED-00988,LED Tubo T8,Osram,18,40000,24
989,LED-00989,LED Tubo T8,LG,18,40000,24
990,LED-00990,LED Tubo T8,Osram,18,40000,24
991,LED-00991,LED Tubo T8,Philips,18,40000,24
992,LED-00992,LED Tubo T8,Philips,18,40000,24
993,LED-00993,LED Tubo T8,Osram,18,40000,24
994,LED-00994,LED Tubo T8,Samsung,18,40000,24
995,LED-00995,LED Tubo T8,Osram,18,40000,24
996,LED-00996,LED Tubo T8,LG,18,40000,24
997,LED-00997,LED Tubo T8,Philips,18,40000,24
998,LED-00998,LED Tubo T8,Osram,18,40000,24
999,LED-00999,LED Tubo T8,Samsung,18,40000,24
1000,LED-01000,LED Tubo T8,Genérico A,18,40000,24
1001,LED-01001,LED Tubo T8,LG,18,40000,24
1002,LED-01002,LED Tubo T8,Samsung,18,40000,24
1003,LED-01003,LED Tubo T8,Philips,18,40000,24
1004,LED-01004,LED Tubo T8,Genérico A,18,40000,24
1005,LED-01005,LED Tubo T8,Samsung,18,40000,24
1006,LED-01006,LED Tubo T8,Genérico A,18,40000,24
1007,LED-01007,LED Tubo T8,Osram,18,40000,24
1008,LED-01008,LED Tubo T8,Osram,18,40000,24
1009,LED-01009,LED Tubo T8,Genérico B,18,40000,24
1010,LED-01010,LED Tubo T8,Samsung,18,40000,24
1011,LED-01011,LED Tubo T8,Genérico A,18,40000,24
1012,LED-01012,LED Tubo T8,Samsung,18,40000,24
1013,LED-01013,LED Tubo T8,Osram,18,40000,24
