id_ubicacion,id_luminaria,piso,area,ubicacion_especifica,criticidad
813,LED-00813,Piso 2,Laboratorio,Laboratorio - Sector 2,ALTA
814,LED-00814,Piso 2,Laboratorio,Laboratorio - Sector 2,ALTA
815,LED-00815,Piso 2,Laboratorio,Laboratorio - Sector 2,ALTA
816,LED-00816,Piso 2,Laboratorio,Laboratorio - Sector 2,ALTA
817,LED-00817,Piso 2,Laboratorio,Laboratorio - Sector 2,ALTA
818,LED-00818,Piso 2,Laboratorio,Laboratorio - Sector 2,ALTA
819,LED-00819,Piso 2,Laboratorio,Laboratorio - Sector 2,ALTA
820,LED-00820,Piso 2,Laboratorio,Laboratorio - Sector 2,ALTA
821,LED-00821,Piso 2,Laboratorio,Laboratorio - Sector 3,ALTA
822,LED-00822,Piso 2,Laboratorio,Laboratorio - Sector 3,ALTA
823,LED-00823,Piso 2,Laboratorio,Laboratorio - Sector 3,ALTA
824,LED-00824,Piso 2,Laboratorio,Laboratorio - Sector 3,ALTA
825,LED-00825,Piso 2,Laboratorio,Laboratorio - Sector 3,ALTA
826,LED-00826,Piso 2,Laboratorio,Laboratorio - Sector 3,ALTA
827,LED-00827,Piso 2,Laboratorio,Laboratorio - Sector 3,ALTA
828,LED-00828,Piso 2,Laboratorio,Laboratorio - Sector 3,ALTA
829,LED-00829,Piso 2,Laboratorio,Laboratorio - Sector 3,ALTA
830,LED-00830,Piso 2,Laboratorio,Laboratorio - Sector 3,ALTA
831,LED-00831,Piso 2,Laboratorio,Laboratorio - Sector 4,ALTA
832,LED-00832,Piso 2,Laboratorio,Laboratorio - Sector 4,ALTA
833,LED-00833,Piso 2,Laboratorio,Laboratorio - Sector 4,ALTA
834,LED-00834,Piso 2,Laboratorio,Laboratorio - Sector 4,ALTA
835,LED-00835,Piso 2,Laboratorio,Laboratorio - Sector 4,ALTA
836,LED-00836,Piso 2,Laboratorio,Laboratorio - Sector 4,ALTA
837,LED-00837,Piso 2,Laboratorio,Laboratorio - Sector 4,ALTA
838,LED-00838,Piso 2,Laboratorio,Laboratorio - Sector 4,ALTA
839,LED-00839,Piso 2,Laboratorio,Laboratorio - Sector 4,ALTA
840,LED-00840,Piso 2,Laboratorio,Laboratorio - Sector 4,ALTA
841,LED-00841,Piso 2,Laboratorio,Laboratorio - Sector 5,ALTA
842,LED-00842,Piso 2,Laboratorio,Laboratorio - Sector 5,ALTA
843,LED-00843,Piso 2,Laboratorio,Laboratorio - Sector 5,ALTA
844,LED-00844,Piso 2,Laboratorio,Laboratorio - Sector 5,ALTA
845,LED-00845,Piso 2,Laboratorio,Laboratorio - Sector 5,ALTA
846,LED-00846,Piso 2,Laboratorio,Laboratorio - Sector 5,ALTA
847,LED-00847,Piso 2,Laboratorio,Laboratorio - Sector 5,ALTA
848,LED-00848,Piso 2,Laboratorio,Laboratorio - Sector 5,ALTA
849,LED-00849,Piso 2,Laboratorio,Laboratorio - Sector 5,ALTA
850,LED-00850,Piso 2,Laboratorio,Laboratorio - Sector 5,ALTA
851,LED-00851,Piso 2,Laboratorio,Laboratorio - Sector 6,ALTA
852,LED-00852,Piso 2,Laboratorio,Laboratorio - Sector 6,ALTA
853,LED-00853,Piso 2,Laboratorio,Laboratorio - Sector 6,ALTA
854,LED-00854,Piso 2,Laboratorio,Laboratorio - Sector 6,ALTA
855,LED-00855,Piso 2,Laboratorio,Laboratorio - Sector 6,ALTA
856,LED-00856,Piso 2,Laboratorio,Laboratorio - Sector 6,ALTA
857,LED-00857,Piso 2,Laboratorio,Laboratorio - Sector 6,ALTA
858,LED-00858,Piso 2,Laboratorio,Laboratorio - Sector 6,ALTA
859,LED-00859,Piso 2,Laboratorio,Laboratorio - Sector 6,ALTA
860,LED-00860,Piso 2,Laboratorio,Laboratorio - Sector 6,ALTA
861,LED-00861,Piso 2,Laboratorio,Laboratorio - Sector 7,ALTA
862,LED-00862,Piso 2,Laboratorio,Laboratorio - Sector 7,ALTA
863,LED-00863,Piso 2,Laboratorio,Laboratorio - Sector 7,ALTA
864,LED-00864,Piso 2,Laboratorio,Laboratorio - Sector 7,ALTA
865,LED-00865,Piso 2,Laboratorio,Laboratorio - Sector 7,ALTA
866,LED-00866,Piso 2,Laboratorio,Laboratorio - Sector 7,ALTA
867,LED-00867,Piso 2,Laboratorio,Laboratorio - Sector 7,ALTA
868,LED-00868,Piso 2,Laboratorio,Laboratorio - Sector 7,ALTA
869,LED-00869,Piso 2,Laboratorio,Laboratorio - Sector 7,ALTA
870,LED-00870,Piso 2,Laboratorio,Laboratorio - Sector 7,ALTA
871,LED-00871,Piso 2,Laboratorio,Laboratorio - Sector 8,ALTA
872,LED-00872,Piso 2,Laboratorio,Laboratorio - Sector 8,ALTA
873,LED-00873,Piso 2,Laboratorio,Laboratorio - Sector 8,ALTA
874,LED-00874,Piso 2,Laboratorio,Laboratorio - Sector 8,ALTA
875,LED-00875,Piso 2,Laboratorio,Laboratorio - Sector 8,ALTA
876,LED-00876,Piso 2,Laboratorio,Laboratorio - Sector 8,ALTA
877,LED-00877,Piso 2,Laboratorio,Laboratorio - Sector 8,ALTA
878,LED-00878,Piso 2,Laboratorio,Laboratorio - Sector 8,ALTA
879,LED-00879,Piso 2,Laboratorio,Laboratorio - Sector 8,ALTA
880,LED-00880,Piso 2,Laboratorio,Laboratorio - Sector 8,ALTA
881,LED-00881,Piso 2,Centro Consultas,Centro Consultas - Sector 1,MEDIA
882,LED-00882,Piso 2,Centro Consultas,Centro Consultas - Sector 1,MEDIA
883,LED-00883,Piso 2,Centro Consultas,Centro Consultas - Sector 1,MEDIA
884,LED-00884,Piso 2,Centro Consultas,Centro Consultas - Sector 1,MEDIA
885,LED-00885,Piso 2,Centro Consultas,Centro Consultas - Sector 1,MEDIA
886,LED-00886,Piso 2,Centro Consultas,Centro Consultas - Sector 1,MEDIA
887,LED-00887,Piso 2,Centro Consultas,Centro Consultas - Sector 1,MEDIA
888,LED-00888,Piso 2,Centro Consultas,Centro Consultas - Sector 1,MEDIA
889,LED-00889,Piso 2,Centro Consultas,Centro Consultas - Sector 1,MEDIA
890,LED-00890,Piso 2,Centro Consultas,Centro Consultas - Sector 1,MEDIA
891,LED-00891,Piso 2,Centro Consultas,Centro Consultas - Sector 2,MEDIA
892,LED-00892,Piso 2,Centro Consultas,Centro Consultas - Sector 2,MEDIA
893,LED-00893,Piso 2,Centro Consultas,Centro Consultas - Sector 2,MEDIA
894,LED-00894,Piso 2,Centro Consultas,Centro Consultas - Sector 2,MEDIA
895,LED-00895,Piso 2,Centro Consultas,Centro Consultas - Sector 2,MEDIA
896,LED-00896,Piso 2,Centro Consultas,Centro Consultas - Sector 2,MEDIA
897,LED-00897,Piso 2,Centro Consultas,Centro Consultas - Sector 2,MEDIA
898,LED-00898,Piso 2,Centro Consultas,Centro Consultas - Sector 2,MEDIA
899,LED-00899,Piso 2,Centro Consultas,Centro Consultas - Sector 2,MEDIA
900,LED-00900,Piso 2,Centro Consultas,Centro Consultas - Sector 2,MEDIA
901,LED-00901,Piso 2,Centro Consultas,Centro Consultas - Sector 3,MEDIA
902,LED-00902,Piso 2,Centro Consultas,Centro Consultas - Sector 3,MEDIA
903,LED-00903,Piso 2,Centro Consultas,Centro Consultas - Sector 3,MEDIA
904,LED-00904,Piso 2,Centro Consultas,Centro Consultas - Sector 3,MEDIA
905,LED-00905,Piso 2,Centro Consultas,Centro Consultas - Sector 3,MEDIA
906,LED-00906,Piso 2,Centro Consultas,Centro Consultas - Sector 3,MEDIA
907,LED-00907,Piso 2,Centro Consultas,Centro Consultas - Sector 3,MEDIA
908,LED-00908,Piso 2,Centro Consultas,Centro Consultas - Sector 3,MEDIA
909,LED-00909,Piso 2,Centro Consultas,Centro Consultas - Sector 3,MEDIA
910,LED-00910,Piso 2,Centro Consultas,Centro Consultas - Sector 3,MEDIA
911,LED-00911,Piso 2,Centro Consultas,Centro Consultas - Sector 4,MEDIA
912,LED-00912,Piso 2,Centro Consultas,Centro Consultas - Sector 4,MEDIA
913,LED-00913,Piso 2,Centro Consultas,Centro Consultas - Sector 4,MEDIA
914,LED-00914,Piso 2,Centro Consultas,Centro Consultas - Sector 4,MEDIA
915,LED-00915,Piso 2,Centro Consultas,Centro Consultas - Sector 4,MEDIA
916,LED-00916,Piso 2,Centro Consultas,Centro Consultas - Sector 4,MEDIA
917,LED-00917,Piso 2,Centro Consultas,Centro Consultas - Sector 4,MEDIA
918,LED-00918,Piso 2,Centro Consultas,Centro Consultas - Sector 4,MEDIA
919,LED-00919,Piso 2,Centro Consultas,Centro Consultas - Sector 4,MEDIA
920,LED-00920,Piso 2,Centro Consultas,Centro Consultas - Sector 4,MEDIA
921,LED-00921,Piso 2,Centro Consultas,Centro Consultas - Sector 5,MEDIA
922,LED-00922,Piso 2,Centro Consultas,Centro Consultas - Sector 5,MEDIA
923,LED-00923,Piso 2,Centro Consultas,Centro Consultas - Sector 5,MEDIA
924,LED-00924,Piso 2,Centro Consultas,Centro Consultas - Sector 5,MEDIA
925,LED-00925,Piso 2,Centro Consultas,Centro Consultas - Sector 5,MEDIA
926,LED-00926,Piso 2,Centro Consultas,Centro Consultas - Sector 5,MEDIA
927,LED-00927,Piso 2,Centro Consultas,Centro Consultas - Sector 5,MEDIA
928,LED-00928,Piso 2,Centro Consultas,Centro Consultas - Sector 5,MEDIA
929,LED-00929,Piso 2,Centro Consultas,Centro Consultas - Sector 5,MEDIA
930,LED-00930,Piso 2,Centro Consultas,Centro Consultas - Sector 5,MEDIA
931,LED-00931,Piso 2,Centro Consultas,Centro Consultas - Sector 6,MEDIA
932,LED-00932,Piso 2,Centro Consultas,Centro Consultas - Sector 6,MEDIA
933,LED-00933,Piso 2,Centro Consultas,Centro Consultas - Sector 6,MEDIA
934,LED-00934,Piso 2,Centro Consultas,Centro Consultas - Sector 6,MEDIA
935,LED-00935,Piso 2,Centro Consultas,Centro Consultas - Sector 6,MEDIA
936,LED-00936,Piso 2,Centro Consultas,Centro Consultas - Sector 6,MEDIA
937,LED-00937,Piso 2,Centro Consultas,Centro Consultas - Sector 6,MEDIA
938,LED-00938,Piso 2,Centro Consultas,Centro Consultas - Sector 6,MEDIA
939,LED-00939,Piso 2,Centro Consultas,Centro Consultas - Sector 6,MEDIA
940,LED-00940,Piso 2,Centro Consultas,Centro Consultas - Sector 6,MEDIA
941,LED-00941,Piso 2,Centro Consultas,Centro Consultas - Sector 7,MEDIA
942,LED-00942,Piso 2,Centro Consultas,Centro Consultas - Sector 7,MEDIA
943,LED-00943,Piso 2,Centro Consultas,Centro Consultas - Sector 7,MEDIA
944,LED-00944,Piso 2,Centro Consultas,Centro Consultas - Sector 7,MEDIA
945,LED-00945,Piso 2,Centro Consultas,Centro Consultas - Sector 7,MEDIA
946,LED-00946,Piso 2,Centro Consultas,Centro Consultas - Sector 7,MEDIA
947,LED-00947,Piso 2,Centro Consultas,Centro Consultas - Sector 7,MEDIA
948,LED-00948,Piso 2,Centro Consultas,Centro Consultas - Sector 7,MEDIA
949,LED-00949,Piso 2,Centro Consultas,Centro Consultas - Sector 7,MEDIA
950,LED-00950,Piso 2,Centro Consultas,Centro Consultas - Sector 7,MEDIA
951,LED-00951,Piso 2,Centro Consultas,Centro Consultas - Sector 8,MEDIA
952,LED-00952,Piso 2,Centro Consultas,Centro Consultas - Sector 8,MEDIA
953,LED-00953,Piso 2,Centro Consultas,Centro Consultas - Sector 8,MEDIA
954,LED-00954,Piso 2,Centro Consultas,Centro Consultas - Sector 8,MEDIA
955,LED-00955,Piso 2,Centro Consultas,Centro Consultas - Sector 8,MEDIA
956,LED-00956,Piso 2,Centro Consultas,Centro Consultas - Sector 8,MEDIA
957,LED-00957,Piso 2,Centro Consultas,Centro Consultas - Sector 8,MEDIA
958,LED-00958,Piso 2,Centro Consultas,Centro Consultas - Sector 8,MEDIA
959,LED-00959,Piso 2,Centro Consultas,Centro Consultas - Sector 8,MEDIA
960,LED-00960,Piso 2,Centro Consultas,Centro Consultas - Sector 8,MEDIA
961,LED-00961,Piso 2,Centro Consultas,Centro Consultas - Sector 9,MEDIA
962,LED-00962,Piso 2,Centro Consultas,Centro Consultas - Sector 9,MEDIA
963,LED-00963,Piso 2,Centro Consultas,Centro Consultas - Sector 9,MEDIA
964,LED-00964,Piso 2,Centro Consultas,Centro Consultas - Sector 9,MEDIA
965,LED-00965,Piso 2,Centro Consultas,Centro Consultas - Sector 9,MEDIA
966,LED-00966,Piso 2,Centro Consultas,Centro Consultas - Sector 9,MEDIA
967,LED-00967,Piso 2,Centro Consultas,Centro Consultas - Sector 9,MEDIA
968,LED-00968,Piso 2,Centro Consultas,Centro Consultas - Sector 9,MEDIA
969,LED-00969,Piso 2,Centro Consultas,Centro Consultas - Sector 9,MEDIA
970,LED-00970,Piso 2,Centro Consultas,Centro Consultas - Sector 9,MEDIA
971,LED-00971,Piso 2,Pasillos Principales,Pasillos Principales - Sector 1,ALTA
972,LED-00972,Piso 2,Pasillos Principales,Pasillos Principales - Sector 1,ALTA
973,LED-00973,Piso 2,Pasillos Principales,Pasillos Principales - Sector 1,ALTA
974,LED-00974,Piso 2,Pasillos Principales,Pasillos Principales - Sector 1,ALTA
975,LED-00975,Piso 2,Pasillos Principales,Pasillos Principales - Sector 1,ALTA
976,LED-00976,Piso 2,Pasillos Principales,Pasillos Principales - Sector 1,ALTA
977,LED-00977,Piso 2,Pasillos Principales,Pasillos Principales - Sector 1,ALTA
978,LED-00978,Piso 2,Pasillos Principales,Pasillos Principales - Sector 1,ALTA
979,LED-00979,Piso 2,Pasillos Principales,Pasillos Principales - Sector 1,ALTA
980,LED-00980,Piso 2,Pasillos Principales,Pasillos Principales - Sector 1,ALTA
981,LED-00981,Piso 2,Pasillos Principales,Pasillos Principales - Sector 2,ALTA
982,LED-00982,Piso 2,Pasillos Principales,Pasillos Principales - Sector 2,ALTA
983,LED-00983,Piso 2,Pasillos Principales,Pasillos Principales - Sector 2,ALTA
984,LED-00984,Piso 2,Pasillos Principales,Pasillos Principales - Sector 2,ALTA
985,LED-00985,Piso 2,Pasillos Principales,Pasillos Principales - Sector 2,ALTA
986,LED-00986,Piso 2,Pasillos Principales,Pasillos Principales - Sector 2,ALTA
987,LED-00987,Piso 2,Pasillos Principales,Pasillos Principales - Sector 2,ALTA
988,LED-00988,Piso 2,Pasillos Principales,Pasillos Principales - Sector 2,ALTA
989,LED-00989,Piso 2,Pasillos Principales,Pasillos Principales - Sector 2,ALTA
990,LED-00990,Piso 2,Pasillos Principales,Pasillos Principales - Sector 2,ALTA
991,LED-00991,Piso 2,Pasillos Principales,Pasillos Principales - Sector 3,ALTA
992,LED-00992,Piso 2,Pasillos Principales,Pasillos Principales - Sector 3,ALTA
993,LED-00993,Piso 2,Pasillos Principales,Pasillos Principales - Sector 3,ALTA
994,LED-00994,Piso 2,Pasillos Principales,Pasillos Principales - Sector 3,ALTA
995,LED-00995,Piso 2,Pasillos Principales,Pasillos Principales - Sector 3,ALTA
996,LED-00996,Piso 2,Pasillos Principales,Pasillos Principales - Sector 3,ALTA
997,LED-00997,Piso 2,Pasillos Principales,Pasillos Principales - Sector 3,ALTA
998,LED-00998,Piso 2,Pasillos Principales,Pasillos Principales - Sector 3,ALTA
999,LED-00999,Piso 2,Pasillos Principales,Pasillos Principales - Sector 3,ALTA
1000,LED-01000,Piso 2,Pasillos Principales,Pasillos Principales - Sector 3,ALTA
1001,LED-01001,Piso 2,Pasillos Principales,Pasillos Principales - Sector 4,ALTA
1002,LED-01002,Piso 2,Pasillos Principales,Pasillos Principales - Sector 4,ALTA
1003,LED-01003,Piso 2,Pasillos Principales,Pasillos Principales - Sector 4,ALTA
1004,LED-01004,Piso 2,Pasillos Principales,Pasillos Principales - Sector 4,ALTA
1005,LED-01005,Piso 2,Pasillos Principales,Pasillos Principales - Sector 4,ALTA
1006,LED-01006,Piso 2,Pasillos Principales,Pasillos Principales - Sector 4,ALTA
1007,LED-01007,Piso 2,Pasillos Principales,Pasillos Principales - Sector 4,ALTA
1008,LED-01008,Piso 2,Pasillos Principales,Pasillos Principales - Sector 4,ALTA
1009,LED-01009,Piso 2,Pasillos Principales,Pasillos Principales - Sector 4,ALTA
1010,LED-01010,Piso 2,Pasillos Principales,Pasillos Principales - Sector 4,ALTA
1011,LED-01011,Piso 2,Pasillos Principales,Pasillos Principales - Sector 5,ALTA
1012,LED-01012,Piso 2,Pasillos Principales,Pasillos Principales - Sector 5,ALTA
1013,LED-01013,Piso 2,Pasillos Principales,Pasillos Principales - Sector 5,ALTA
1014,LED-01014,Piso 2,Pasillos Principales,Pasillos Principales - Sector 5,ALTA
1015,LED-01015,Piso 2,Pasillos Principales,Pasillos Principales - Sector 5,ALTA
1016,LED-01016,Piso 2,Pasillos Principales,Pasillos Principales - Sector 5,ALTA
1017,LED-01017,Piso 2,Pasillos Principales,Pasillos Principales - Sector 5,ALTA
1018,LED-01018,Piso 2,Pasillos Principales,Pasillos Principales - Sector 5,ALTA
1019,LED-01019,Piso 2,Pasillos Principales,Pasillos Principales - Sector 5,ALTA
1020,LED-01020,Piso 2,Pasillos Principales,Pasillos Principales - Sector 5,ALTA
1021,LED-01021,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 1,ALTA
1022,LED-01022,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 1,ALTA
1023,LED-01023,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 1,ALTA
1024,LED-01024,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 1,ALTA
1025,LED-01025,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 1,ALTA
1026,LED-01026,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 1,ALTA
1027,LED-01027,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 1,ALTA
1028,LED-01028,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 1,ALTA
1029,LED-01029,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 1,ALTA
1030,LED-01030,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 1,ALTA
1031,LED-01031,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 2,ALTA
1032,LED-01032,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 2,ALTA
1033,LED-01033,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 2,ALTA
1034,LED-01034,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 2,ALTA
1035,LED-01035,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 2,ALTA
1036,LED-01036,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 2,ALTA
1037,LED-01037,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 2,ALTA
1038,LED-01038,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 2,ALTA
1039,LED-01039,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 2,ALTA
1040,LED-01040,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 2,ALTA
1041,LED-01041,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 3,ALTA
1042,LED-01042,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 3,ALTA
1043,LED-01043,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 3,ALTA
1044,LED-01044,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 3,ALTA
1045,LED-01045,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 3,ALTA
1046,LED-01046,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 3,ALTA
1047,LED-01047,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 3,ALTA
1048,LED-01048,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 3,ALTA
1049,LED-01049,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 3,ALTA
1050,LED-01050,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 3,ALTA
1051,LED-01051,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 4,ALTA
1052,LED-01052,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 4,ALTA
1053,LED-01053,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 4,ALTA
1054,LED-01054,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 4,ALTA
1055,LED-01055,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 4,ALTA
1056,LED-01056,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 4,ALTA
1057,LED-01057,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 4,ALTA
1058,LED-01058,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 4,ALTA
1059,LED-01059,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 4,ALTA
1060,LED-01060,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 4,ALTA
1061,LED-01061,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 5,ALTA
1062,LED-01062,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 5,ALTA
1063,LED-01063,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 5,ALTA
1064,LED-01064,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 5,ALTA
1065,LED-01065,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 5,ALTA
1066,LED-01066,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 5,ALTA
1067,LED-01067,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 5,ALTA
1068,LED-01068,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 5,ALTA
1069,LED-01069,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 5,ALTA
1070,LED-01070,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 5,ALTA
1071,LED-01071,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 6,ALTA
1072,LED-01072,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 6,ALTA
1073,LED-01073,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 6,ALTA
1074,LED-01074,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 6,ALTA
1075,LED-01075,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 6,ALTA
1076,LED-01076,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 6,ALTA
1077,LED-01077,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 6,ALTA
1078,LED-01078,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 6,ALTA
1079,LED-01079,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 6,ALTA
1080,LED-01080,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 6,ALTA
1081,LED-01081,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 7,ALTA
1082,LED-01082,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 7,ALTA
1083,LED-01083,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 7,ALTA
1084,LED-01084,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 7,ALTA
1085,LED-01085,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 7,ALTA
1086,LED-01086,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 7,ALTA
1087,LED-01087,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 7,ALTA
1088,LED-01088,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 7,ALTA
1089,LED-01089,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 7,ALTA
1090,LED-01090,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 7,ALTA
1091,LED-01091,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 8,ALTA
1092,LED-01092,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 8,ALTA
1093,LED-01093,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 8,ALTA
1094,LED-01094,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 8,ALTA
1095,LED-01095,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 8,ALTA
1096,LED-01096,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 8,ALTA
1097,LED-01097,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 8,ALTA
1098,LED-01098,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 8,ALTA
1099,LED-01099,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 8,ALTA
1100,LED-01100,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 8,ALTA
1101,LED-01101,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 9,ALTA
1102,LED-01102,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 9,ALTA
1103,LED-01103,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 9,ALTA
1104,LED-01104,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 9,ALTA
1105,LED-01105,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 9,ALTA
1106,LED-01106,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 9,ALTA
1107,LED-01107,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 9,ALTA
1108,LED-01108,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 9,ALTA
1109,LED-01109,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 9,ALTA
1110,LED-01110,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 9,ALTA
1111,LED-01111,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 10,ALTA
1112,LED-01112,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 10,ALTA
1113,LED-01113,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 10,ALTA
1114,LED-01114,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 10,ALTA
1115,LED-01115,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 10,ALTA
1116,LED-01116,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 10,ALTA
1117,LED-01117,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 10,ALTA
1118,LED-01118,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 10,ALTA
1119,LED-01119,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 10,ALTA
1120,LED-01120,Piso 3,Salas Procedimientos,Salas Procedimientos - Sector 10,ALTA
1121,LED-01121,Piso 3,Oratorio,Oratorio - Sector 1,MEDIA
1122,LED-01122,Piso 3,Oratorio,Oratorio - Sector 1,MEDIA
1123,LED-01123,Piso 3,Oratorio,Oratorio - Sector 1,MEDIA
1124,LED-01124,Piso 3,Oratorio,Oratorio - Sector 1,MEDIA
1125,LED-01125,Piso 3,Oratorio,Oratorio - Sector 1,MEDIA
1126,LED-01126,Piso 3,Oratorio,Oratorio - Sector 1,MEDIA
1127,LED-01127,Piso 3,Oratorio,Oratorio - Sector 1,MEDIA
1128,LED-01128,Piso 3,Oratorio,Oratorio - Sector 1,MEDIA
1129,LED-01129,Piso 3,Oratorio,Oratorio - Sector 1,MEDIA
1130,LED-01130,Piso 3,Oratorio,Oratorio - Sector 1,MEDIA
1131,LED-01131,Piso 3,Oratorio,Oratorio - Sector 2,MEDIA
1132,LED-01132,Piso 3,Oratorio,Oratorio - Sector 2,MEDIA
1133,LED-01133,Piso 3,Oratorio,Oratorio - Sector 2,MEDIA
1134,LED-01134,Piso 3,Oratorio,Oratorio - Sector 2,MEDIA
1135,LED-01135,Piso 3,Oratorio,Oratorio - Sector 2,MEDIA
1136,LED-01136,Piso 3,Oratorio,Oratorio - Sector 2,MEDIA
1137,LED-01137,Piso 3,Oratorio,Oratorio - Sector 2,MEDIA
1138,LED-01138,Piso 3,Oratorio,Oratorio - Sector 2,MEDIA
1139,LED-01139,Piso 3,Oratorio,Oratorio - Sector 2,MEDIA
